Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,Delta7,Delta8,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Alpha1,Alpha2,Alpha3,Alpha4,Alpha5,Alpha6,Alpha7,Alpha8,BetaLow1,BetaLow2,BetaLow3,BetaLow4,BetaLow5,BetaLow6,BetaLow7,BetaLow8,BetaMid1,BetaMid2,BetaMid3,BetaMid4,BetaMid5,BetaMid6,BetaMid7,BetaMid8,BetaHigh1,BetaHigh2,BetaHigh3,BetaHigh4,BetaHigh5,BetaHigh6,BetaHigh7,BetaHigh8,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Delta_Avg,Theta_Avg,Alpha_Avg,BetaLow_Avg,BetaMid_Avg,BetaHigh_Avg,Gamma_Avg,Delta_Bipolar_Avg,Theta_Bipolar_Avg,Alpha_Bipolar_Avg,BetaLow_Bipolar_Avg,BetaMid_Bipolar_Avg,BetaHigh_Bipolar_Avg,Gamma_Bipolar_Avg,Label
20.96,20.142,19.535,20.002,20.604,21.813,21.322,21.727,15.966,14.617,14.618,13.53,12.809,12.524,13.637,13.434,18.2,18.065,18.193,19.441,17.633,17.842,17.915,17.212,14.047,15.337,14.349,20.259,13.716,14.224,14.373,11.144,13.583,12.823,14.914,23.235,13.182,11.289,10.184,12.342,17.208,18.052,17.066,25.318,16.391,15.517,14.117,16.108,18.572,19.258,19.668,27.953,18.054,16.607,16.545,17.947,20.763,13.892,18.063,14.681,13.944,17.472,19.326,17.782,12.787,14.851,14.726,15.256,20.285,21.461,Crunch
20.628,20.067,19.429,19.792,20.62,21.882,21.306,21.766,16.1,14.675,14.55,13.333,12.732,12.562,13.858,13.567,17.812,17.825,17.782,18.903,17.334,17.53,17.715,16.903,14.126,15.543,14.387,19.962,13.731,14.252,14.359,10.776,13.034,12.825,14.499,22.792,12.815,11.067,9.626,11.731,17.082,17.933,16.903,24.827,16.228,15.002,13.869,15.788,18.011,19.108,19.616,28.107,18.173,16.588,16.759,18.379,20.686,13.922,17.725,14.642,13.549,17.204,19.343,17.708,13.288,14.626,14.546,14.977,19.743,21.17,Crunch
20.171,19.848,19.19,19.364,20.489,21.742,21.157,21.63,16.379,14.97,14.858,13.7,12.835,12.368,13.484,13.401,17.283,17.454,17.244,18.134,16.932,17.196,17.46,16.595,14.217,15.638,14.48,19.904,13.792,14.276,14.309,10.647,12.29,12.861,13.963,22.103,12.453,10.997,9.143,10.786,16.539,17.948,16.692,24.696,16.186,14.962,13.843,15.748,17.792,19.083,19.319,27.661,17.93,16.575,16.765,18.376,20.449,13.999,17.287,14.658,13.075,17.077,19.188,17.532,13.242,14.399,14.422,14.431,19.314,20.82,Crunch
19.776,19.56,18.811,18.686,20.23,21.471,20.996,21.43,16.399,15.037,14.897,13.831,13.223,13.486,14.471,14.029,16.439,16.841,16.485,17.294,16.348,16.589,16.983,16.156,14.34,15.631,14.608,19.963,13.939,14.292,14.298,10.889,11.719,12.947,13.606,21.592,12.25,10.922,8.949,10.25,16.527,18.111,16.817,24.772,16.26,15.115,14.073,15.735,17.252,18.944,18.948,27.279,17.702,16.526,16.745,18.164,20.12,14.422,16.642,14.745,12.779,17.176,18.945,17.45,13.844,14.146,14.39,14.03,19.209,20.502,Crunch
19.412,19.327,18.371,17.988,19.954,21.23,20.895,21.25,16.739,15.378,15.239,14.206,13.4,13.691,14.528,14.147,15.526,16.16,15.694,16.8,15.747,15.768,16.265,15.668,14.514,15.587,14.803,19.965,14.23,14.354,14.478,11.355,11.513,13.246,13.498,20.958,12.373,11.196,9.285,9.981,16.441,17.977,16.746,24.744,16.061,15.009,13.899,15.358,16.914,18.564,18.732,27.002,17.485,16.325,16.565,17.991,19.803,14.666,15.954,14.911,12.756,17.029,18.697,17.351,14.206,13.924,14.31,13.613,19.128,20.211,Crunch
19.17,19.254,18.179,17.718,19.894,21.222,20.963,21.25,16.784,15.559,15.238,14.198,13.567,14.17,14.986,14.406,15.073,15.878,15.314,16.76,15.461,15.265,15.717,15.401,14.65,15.489,14.965,19.836,14.506,14.429,14.743,11.852,11.655,13.346,13.668,20.713,12.67,11.482,9.912,10.106,15.942,17.036,16.494,24.786,15.754,14.449,13.521,15.101,16.885,18.251,18.695,27.013,17.414,16.05,16.464,17.986,19.706,14.864,15.608,15.059,12.944,16.635,18.595,17.236,14.35,13.732,14.094,13.346,18.87,20.142,Crunch
19.084,19.286,18.214,17.758,19.978,21.353,21.12,21.371,17.085,15.768,15.478,14.12,13.545,14.189,15.052,14.306,14.867,15.741,15.155,16.589,15.282,14.959,15.318,15.198,14.849,15.52,15.179,19.408,14.808,14.644,15.055,12.335,11.665,13.225,13.666,20.543,12.689,11.487,10.11,10.09,15.737,16.323,16.534,24.506,15.799,13.979,13.535,15.124,17.065,18.559,18.666,26.259,17.429,16.404,16.682,17.708,19.77,14.943,15.389,15.225,12.934,16.442,18.596,17.236,14.558,13.467,13.791,13.045,18.344,19.848,Crunch
19.223,19.577,18.689,18.244,20.344,21.712,21.515,21.708,17.289,16.175,15.678,14.219,13.834,14.546,15.406,14.468,14.799,15.654,15.029,16.144,15.086,14.728,14.97,14.902,15.119,15.69,15.468,18.992,15.102,14.941,15.368,12.704,11.639,12.923,13.546,20.348,12.569,11.318,10.09,10.05,15.965,16.356,16.596,24.262,15.779,13.917,13.406,15.051,18.061,19.034,19.26,26.175,18.016,17.473,17.523,17.625,20.127,15.202,15.164,15.423,12.811,16.416,19.146,17.343,14.606,13.134,13.458,12.887,18.055,20.083,Crunch
19.368,19.988,19.316,18.867,20.808,22.078,21.884,22.075,17.626,16.454,16.138,14.864,14.21,14.83,15.766,14.741,14.818,15.668,15.046,15.76,15.002,14.636,14.751,14.629,15.312,15.824,15.654,18.773,15.261,15.127,15.543,12.818,11.743,12.648,13.507,20.231,12.535,11.228,10.088,10.108,16.046,16.401,16.684,24.202,15.814,14.058,13.487,15.094,18.27,19.121,19.212,25.704,17.982,17.657,17.606,17.314,20.548,15.579,15.039,15.539,12.761,16.473,19.108,17.464,14.713,12.716,13.22,12.807,17.966,19.998,Crunch
19.195,20.015,19.381,18.805,20.846,22.091,21.868,22.065,18.043,17.121,16.866,15.976,15.062,15.416,16.335,15.525,14.894,15.749,15.189,15.64,15.067,14.703,14.764,14.469,15.335,15.842,15.685,18.714,15.283,15.141,15.564,12.845,12.113,12.576,13.635,19.969,12.68,11.415,10.29,10.347,16.389,16.597,17.033,24.276,16.076,14.35,13.856,15.389,18.436,19.221,19.383,25.622,18.111,17.799,17.731,17.316,20.533,16.293,15.059,15.551,12.878,16.746,19.202,17.547,14.923,12.286,13.139,12.803,17.969,19.795,Crunch
19.113,19.873,19.26,18.721,20.68,21.941,21.695,21.994,18.04,17.143,16.889,16.1,15.079,15.385,16.385,15.574,14.909,15.797,15.299,15.778,15.185,14.834,14.898,14.399,15.322,15.826,15.674,18.657,15.272,15.109,15.559,12.845,12.302,12.609,13.695,19.718,12.723,11.571,10.304,10.303,16.585,16.788,17.259,24.395,16.294,14.588,14.16,15.663,18.486,19.217,19.405,25.42,18.167,17.904,17.858,17.305,20.41,16.324,15.137,15.533,12.903,16.967,19.22,17.605,15.029,11.983,13.058,12.738,18.024,19.639,Crunch
19.717,20.395,19.825,19.427,20.88,22.122,21.816,22.174,18.192,17.273,17.062,16.366,15.246,15.467,16.521,15.889,15.005,15.922,15.45,15.952,15.369,15.025,15.133,14.388,15.254,15.796,15.663,18.664,15.3,15.085,15.569,12.877,12.314,12.626,13.687,19.482,12.73,11.694,10.263,10.239,16.392,16.857,17.269,24.307,16.427,14.666,14.35,15.758,18.658,19.351,19.483,25.218,18.241,17.96,17.985,17.4,20.795,16.502,15.281,15.526,12.879,17.003,19.287,17.507,15.099,11.761,12.931,12.634,17.79,19.502,Crunch
20.235,20.982,20.444,20.039,21.175,22.364,21.941,22.223,18.431,17.866,17.432,16.571,15.818,16.047,16.987,16.373,15.05,16.048,15.592,16.197,15.625,15.276,15.464,14.461,15.264,15.839,15.716,18.716,15.394,15.142,15.626,12.989,12.203,12.606,13.667,19.435,12.726,11.73,10.269,10.225,16.304,16.921,17.38,24.366,16.566,14.769,14.403,15.784,18.738,19.329,19.531,25.157,18.268,17.974,17.99,17.331,21.175,16.941,15.464,15.586,12.858,17.062,19.29,17.076,15.158,11.448,12.892,12.56,17.68,19.515,Crunch
20.299,21.255,20.767,20.354,21.425,22.56,22.067,22.247,18.487,17.986,17.528,16.639,15.988,16.252,17.099,16.386,15.099,16.276,15.789,16.469,16.044,15.807,16.07,14.876,15.283,15.889,15.747,18.729,15.472,15.258,15.721,13.135,11.994,12.503,13.599,19.429,12.655,11.686,10.248,10.185,16.147,16.705,17.282,24.355,16.444,14.657,14.019,15.486,18.874,19.461,19.687,25.129,18.444,18.22,18.194,17.325,21.372,17.045,15.804,15.654,12.787,16.887,19.417,16.596,15.021,11.199,12.934,12.511,17.657,19.543,Crunch
20.075,21.305,20.867,20.467,21.595,22.685,22.123,22.278,18.648,18.314,17.793,16.825,16.33,16.602,17.356,16.927,15.097,16.511,15.948,16.558,16.486,16.443,16.751,15.373,15.251,15.901,15.723,18.665,15.489,15.409,15.858,13.247,11.713,12.382,13.513,19.421,12.578,11.596,10.169,10.025,15.804,16.325,17.034,24.213,16.257,14.478,13.807,15.341,18.996,19.636,19.777,25.022,18.622,18.521,18.528,17.175,21.424,17.349,16.146,15.693,12.675,16.657,19.535,16.363,15.103,11.14,13.021,12.483,17.535,19.577,Crunch
19.871,21.277,20.872,20.496,21.675,22.724,22.034,22.184,18.669,18.371,17.83,16.852,16.343,16.609,17.329,16.902,15.071,16.639,16.028,16.589,16.743,16.861,17.216,15.593,15.204,15.891,15.681,18.605,15.486,15.566,15.982,13.289,11.59,12.32,13.482,19.396,12.57,11.567,10.172,9.905,15.543,16.146,16.892,24.081,16.197,14.405,13.899,15.449,18.903,19.707,19.744,24.944,18.57,18.468,18.46,17.09,21.392,17.363,16.343,15.713,12.625,16.577,19.486,16.375,15.084,11.306,13.064,12.477,17.463,19.613,Crunch
19.715,21.177,20.771,20.419,21.572,22.604,21.724,21.827,18.685,18.435,17.911,16.929,16.385,16.647,17.328,16.982,15.214,16.762,16.141,16.711,16.893,17.095,17.456,15.686,15.163,15.881,15.645,18.588,15.484,15.746,16.108,13.242,11.515,12.247,13.434,19.363,12.523,11.49,10.072,9.773,15.679,16.458,17.054,24.071,16.401,14.682,14.523,15.664,18.904,19.727,19.711,24.855,18.558,18.479,18.534,17.042,21.226,17.413,16.495,15.732,12.552,16.817,19.476,16.206,15.106,11.454,13.068,12.456,17.594,19.65,Crunch
19.379,20.806,20.402,20.101,21.08,22.142,21.105,21.089,18.607,18.41,17.907,17.012,16.379,16.667,17.345,17.032,15.29,16.795,16.176,16.761,16.937,17.177,17.545,15.775,15.185,15.928,15.682,18.638,15.535,15.956,16.26,13.16,11.52,12.228,13.403,19.339,12.504,11.496,10.083,9.777,15.759,16.394,17.061,24.027,16.366,14.574,14.565,15.575,18.941,19.716,19.736,24.849,18.572,18.517,18.573,17.081,20.763,17.42,16.557,15.793,12.544,16.79,19.498,15.896,15.017,11.619,13.062,12.442,17.527,19.665,Crunch
19.278,20.501,20.156,19.863,20.554,21.569,20.576,20.38,18.347,18.183,17.643,16.81,16.023,16.46,17.265,16.896,15.308,16.768,16.188,16.835,16.949,17.205,17.592,15.81,15.341,16.089,15.837,18.715,15.701,16.168,16.398,13.166,11.376,12.029,13.251,19.286,12.372,11.454,10.116,9.79,15.693,16.005,16.857,23.922,16.111,14.178,14.342,15.519,18.933,19.669,19.7,24.77,18.531,18.505,18.566,17.004,20.36,17.203,16.582,15.927,12.459,16.578,19.46,15.808,14.919,11.667,13.113,12.298,17.306,19.612,Crunch
19.844,20.829,20.524,20.151,20.558,21.477,20.614,20.251,18.2,18.039,17.507,16.702,15.857,16.33,17.188,16.82,14.819,16.358,15.791,16.535,16.744,17.031,17.473,15.712,15.416,16.122,15.823,18.42,15.767,16.221,16.418,13.225,11.025,11.677,12.952,19.133,12.075,11.175,9.955,9.647,15.647,15.88,16.626,23.524,15.983,14.1,14.421,15.33,18.938,19.624,19.574,24.32,18.438,18.529,18.644,16.907,20.531,17.08,16.308,15.926,12.205,16.439,19.372,15.796,14.786,11.417,13.045,12.104,17.127,19.352,Crunch
20.577,21.424,21.135,20.833,20.934,21.842,21.099,20.694,18.142,18.175,17.557,17.004,16.244,16.692,17.576,17.017,13.766,15.446,14.854,15.851,16.061,16.472,16.975,15.312,15.373,15.937,15.584,17.848,15.587,16.028,16.211,13.025,10.301,10.905,12.153,18.434,11.41,10.691,9.752,9.461,15.526,15.672,16.018,22.502,15.577,13.998,14.345,14.746,19.48,20.122,20.041,24.26,18.944,19.264,19.33,16.966,21.067,17.301,15.592,15.699,11.638,16.048,19.801,15.855,14.822,11.123,12.783,11.625,16.747,19.441,Crunch
20.745,21.615,21.34,21.127,21.062,22.036,21.282,21.031,18.321,18.451,17.832,17.42,16.759,17.27,18.239,17.522,13.189,14.79,14.224,15.409,15.411,16.008,16.513,14.936,15.284,15.639,15.287,17.229,15.198,15.652,15.763,12.518,9.882,10.286,11.484,17.82,10.872,10.172,9.594,9.198,15.405,15.715,15.898,22.169,15.45,14.096,14.371,14.608,19.845,20.507,20.372,24.237,19.308,19.743,19.745,17.133,21.28,17.727,15.06,15.321,11.163,15.964,20.111,15.906,14.954,10.843,12.462,11.226,16.543,19.477,Crunch
21.182,22.019,21.734,21.527,21.512,22.313,21.643,21.399,18.838,18.962,18.405,18.169,17.329,17.878,18.54,18.206,14.597,15.657,15.285,16.275,16.036,16.678,17.006,15.474,15.75,15.823,15.621,17.016,15.317,15.768,15.569,12.352,9.818,10.25,11.298,17.361,10.693,9.898,9.376,8.929,15.846,16.226,16.43,22.213,15.968,14.798,14.875,15.05,20.046,20.688,20.473,23.721,19.613,20.158,20.169,17.377,21.666,18.291,15.876,15.402,10.953,16.426,20.281,16.014,15.121,10.937,12.303,11.024,16.391,19.168,Crunch
25.959,26.201,25.973,25.88,25.696,25.888,25.609,25.334,20.673,20.527,20.244,19.939,19.134,19.461,19.6,19.373,17.038,17.565,17.314,17.883,17.598,18.203,18.124,16.728,16.943,16.795,16.74,17.585,16.205,16.582,15.915,12.926,10.204,10.614,11.351,16.597,10.715,9.84,9.266,8.881,15.986,16.291,16.482,21.834,15.807,14.703,14.743,14.878,20.022,20.652,20.385,23.305,19.544,20.145,20.156,17.33,25.818,19.869,17.557,16.212,10.933,16.34,20.192,17.326,15.772,11.421,12.514,10.752,15.969,18.876,Crunch
30.02,30.05,29.888,29.833,29.499,29.518,29.381,29.153,22.732,22.539,22.335,22.27,21.399,21.736,21.553,21.555,18.683,18.886,18.776,19.12,18.807,19.348,19.142,17.592,17.809,17.544,17.531,18.029,16.918,17.308,16.273,13.442,10.802,11.159,11.742,16.118,10.982,10.113,9.299,8.927,16.003,15.941,16.132,21.291,15.238,14.227,14.49,14.544,19.966,20.609,20.295,23.046,19.364,20.076,20.001,16.94,29.668,22.015,18.794,16.857,11.143,15.983,20.037,18.76,16.304,11.906,12.72,10.443,15.333,18.624,Crunch
31.72,31.706,31.561,31.482,31.133,31.136,31.026,30.782,25.3,25.05,24.999,24.989,24.14,24.25,24.051,24.115,20.276,20.194,20.2,20.399,20.023,20.468,20.179,18.588,18.157,17.855,17.876,18.127,17.331,17.775,16.568,13.8,11.59,11.8,12.2,15.429,11.331,10.472,9.405,9.178,16.385,16.006,16.17,20.943,15.193,14.27,14.733,14.592,20.017,20.586,20.301,22.692,19.341,20.098,19.985,16.649,31.318,24.612,20.041,17.186,11.426,16.037,19.959,19.272,17.189,12.496,12.622,10.06,14.874,18.046,Crunch
32.05,32.022,31.882,31.782,31.442,31.445,31.337,31.065,25.425,25.199,25.159,25.165,24.325,24.405,24.221,24.278,21.114,20.874,20.924,21.059,20.624,21.039,20.64,19.091,18.268,17.94,17.983,17.997,17.524,18.024,16.808,13.991,11.69,11.801,12.139,14.757,11.292,10.472,9.422,9.142,16.845,16.327,16.507,20.935,15.396,14.479,15.102,14.843,20.148,20.73,20.349,21.888,19.415,20.252,20.067,16.221,31.628,24.772,20.671,17.317,11.339,16.304,19.884,19.273,16.698,12.945,12.34,9.579,14.997,17.397,Crunch
32.13,32.11,31.967,31.881,31.529,31.538,31.431,31.193,25.941,25.731,25.714,25.746,24.909,24.913,24.761,24.837,21.383,21.081,21.142,21.241,20.767,21.16,20.714,19.213,18.247,17.903,17.951,17.797,17.561,18.131,16.939,13.989,11.631,11.701,11.883,13.809,11.037,10.417,9.351,8.954,17.051,16.427,16.638,20.862,15.475,14.546,15.215,14.946,20.158,20.719,20.319,21.675,19.355,20.222,19.985,15.832,31.722,25.319,20.838,17.315,11.098,16.395,19.783,19.32,16.644,13.102,12.164,8.969,15.134,17.346,Crunch
32.718,32.731,32.567,32.536,32.169,32.212,32.124,31.969,26.079,25.871,25.864,25.879,25.013,24.96,24.783,24.948,21.454,21.139,21.214,21.294,20.81,21.18,20.728,19.269,18.224,17.868,17.887,17.594,17.5,18.143,16.959,13.855,11.604,11.517,11.666,13.418,10.735,10.254,9.16,8.719,16.954,16.18,16.483,20.549,15.364,14.363,15.065,14.92,20.173,20.642,20.306,21.596,19.33,20.147,19.968,15.805,32.378,25.425,20.886,17.254,10.884,16.235,19.746,19.364,16.15,13.048,12.169,8.746,15.088,17.246,Crunch
33.654,33.719,33.542,33.563,33.231,33.264,33.228,33.149,26.047,25.85,25.849,25.873,25.019,24.945,24.764,24.953,21.461,21.136,21.23,21.305,20.82,21.169,20.715,19.287,18.206,17.83,17.803,17.419,17.366,18.073,16.838,13.648,11.48,11.033,11.228,12.978,10.137,9.84,8.685,8.448,16.793,15.938,16.279,20.344,15.197,14.162,14.874,14.841,20.174,20.636,20.319,21.571,19.355,20.142,19.999,15.878,33.419,25.413,20.89,17.148,10.479,16.054,19.759,19.601,15.741,13.01,12.212,8.719,14.972,17.115,Crunch
34.493,34.588,34.419,34.477,34.179,34.173,34.168,34.136,26.059,25.839,25.852,25.871,25.003,24.916,24.706,24.931,21.447,21.116,21.222,21.301,20.82,21.146,20.704,19.272,18.188,17.798,17.731,17.33,17.246,17.98,16.673,13.42,11.354,10.534,10.78,12.459,9.529,9.395,7.967,8.31,16.795,15.949,16.279,20.105,15.198,14.171,14.948,15.049,20.104,20.624,20.242,21.063,19.301,20.16,20.03,15.783,34.329,25.397,20.879,17.046,10.041,16.062,19.663,19.895,15.719,13.014,12.158,8.597,14.829,16.798,Crunch
35.095,35.187,35.032,35.109,34.836,34.789,34.781,34.765,26.048,25.83,25.832,25.853,25.0,24.928,24.704,24.93,21.465,21.132,21.224,21.297,20.832,21.165,20.743,19.279,18.124,17.738,17.62,17.116,17.1,17.866,16.491,13.089,11.387,10.337,10.66,12.252,9.423,9.273,7.698,8.468,16.73,15.892,16.121,19.553,15.019,14.122,14.914,15.023,20.021,20.415,20.136,20.804,19.214,20.004,19.964,15.975,34.949,25.391,20.892,16.893,9.937,15.922,19.567,20.086,15.503,13.137,11.891,8.597,14.478,16.313,Crunch
35.469,35.526,35.393,35.477,35.223,35.124,35.104,35.094,26.003,25.776,25.793,25.821,24.969,24.895,24.658,24.91,21.479,21.157,21.238,21.306,20.856,21.186,20.779,19.308,18.003,17.627,17.46,16.817,16.939,17.731,16.284,12.719,11.378,10.301,10.621,11.984,9.434,9.241,7.612,8.513,16.522,15.78,15.939,19.366,14.919,14.114,14.967,15.014,19.225,19.727,19.386,20.224,18.559,19.316,19.383,15.823,35.301,25.353,20.914,16.697,9.886,15.828,18.956,20.384,15.436,13.223,11.468,8.418,14.37,15.834,Crunch
35.679,35.692,35.583,35.672,35.432,35.284,35.266,35.247,25.965,25.748,25.747,25.765,24.937,24.872,24.613,24.883,21.492,21.2,21.253,21.303,20.896,21.222,20.834,19.347,17.887,17.541,17.347,16.707,16.86,17.647,16.136,12.568,11.209,10.243,10.431,11.162,9.322,9.123,7.524,8.331,16.502,15.682,15.85,19.044,14.825,14.007,14.966,14.984,18.967,19.393,19.123,19.903,18.353,19.085,19.258,15.979,35.482,25.316,20.943,16.587,9.668,15.732,18.758,20.816,15.449,13.261,11.196,7.931,14.384,15.583,Crunch
35.798,35.774,35.687,35.78,35.546,35.361,35.352,35.32,25.888,25.657,25.653,25.662,24.861,24.81,24.539,24.806,21.487,21.23,21.248,21.28,20.919,21.257,20.887,19.373,17.848,17.532,17.325,16.7,16.893,17.671,16.143,12.616,10.672,9.929,9.735,9.738,8.73,8.632,7.306,7.69,16.213,15.429,15.431,17.992,14.515,13.734,14.789,14.75,18.789,19.237,18.927,19.397,18.25,18.993,19.18,15.991,35.577,25.234,20.96,16.591,9.054,15.357,18.596,21.222,15.354,13.274,11.212,7.588,14.035,15.212,Crunch
35.84,35.803,35.728,35.816,35.594,35.392,35.389,35.34,25.901,25.657,25.663,25.669,24.87,24.809,24.539,24.81,21.458,21.208,21.209,21.207,20.887,21.248,20.887,19.352,17.841,17.55,17.325,16.716,16.955,17.739,16.244,12.764,10.298,9.752,9.304,9.002,8.563,8.566,7.74,7.561,15.78,15.153,14.999,17.034,14.197,13.493,14.652,14.511,18.668,19.153,18.827,19.222,18.197,18.917,19.134,16.068,35.613,25.24,20.932,16.642,8.848,14.977,18.523,21.342,15.289,13.267,11.522,7.577,13.562,15.084,Crunch
35.829,35.79,35.716,35.802,35.588,35.382,35.377,35.325,25.885,25.643,25.649,25.649,24.863,24.804,24.529,24.771,21.453,21.159,21.168,21.12,20.824,21.196,20.834,19.299,17.874,17.589,17.345,16.682,17.009,17.807,16.388,12.943,10.223,9.817,9.308,9.16,8.804,8.702,8.208,7.934,15.411,14.86,14.695,16.489,14.002,13.467,14.722,14.552,18.332,18.839,18.525,18.643,18.006,18.782,19.008,15.903,35.601,25.224,20.882,16.705,9.019,14.775,18.255,21.447,15.187,13.323,11.823,7.623,13.323,14.547,Crunch
35.834,35.785,35.716,35.808,35.589,35.378,35.371,35.335,25.84,25.539,25.586,25.617,24.791,24.737,24.455,24.7,21.498,21.123,21.139,21.051,20.751,21.118,20.739,19.217,17.911,17.63,17.358,16.597,17.032,17.853,16.496,13.057,10.316,10.132,9.615,9.429,9.314,9.219,8.919,8.412,15.495,14.98,14.693,15.774,14.113,13.758,14.983,14.638,18.208,18.799,18.412,18.399,17.914,18.701,18.954,15.875,35.602,25.158,20.829,16.742,9.419,14.804,18.158,21.631,15.408,13.451,11.88,7.62,12.999,14.19,Crunch
35.912,35.845,35.782,35.885,35.647,35.437,35.429,35.408,25.827,25.518,25.569,25.602,24.767,24.715,24.429,24.649,21.538,21.061,21.089,20.976,20.632,20.974,20.552,19.042,17.949,17.658,17.37,16.539,17.06,17.878,16.557,13.1,10.368,10.405,9.813,9.538,9.626,9.561,9.303,8.732,15.76,15.212,14.908,15.332,14.345,13.868,15.206,14.795,18.052,18.628,18.252,18.238,17.794,18.477,18.885,16.027,35.668,25.135,20.733,16.764,9.668,14.928,18.044,21.752,15.427,13.517,11.753,7.629,12.693,13.775,Crunch
36.039,35.949,35.889,36.002,35.744,35.543,35.534,35.522,25.809,25.492,25.548,25.586,24.746,24.735,24.441,24.563,21.53,20.953,21.009,20.896,20.467,20.766,20.296,18.803,18.011,17.689,17.408,16.574,17.103,17.875,16.568,13.081,10.492,10.632,10.063,9.701,9.819,9.779,9.489,8.834,15.937,15.308,15.027,15.039,14.361,13.916,15.24,14.728,17.798,18.295,17.98,17.886,17.465,18.09,18.62,15.993,35.778,25.115,20.59,16.789,9.851,14.944,17.766,21.797,15.55,13.47,11.561,7.743,12.469,13.311,Crunch
36.176,36.065,36.004,36.128,35.859,35.676,35.657,35.655,25.814,25.497,25.561,25.6,24.771,24.758,24.455,24.567,21.607,20.961,21.037,20.895,20.396,20.634,20.093,18.675,18.01,17.659,17.385,16.576,17.081,17.814,16.529,12.961,10.757,10.65,10.147,9.634,9.757,9.781,9.438,8.752,16.077,15.278,15.155,14.952,14.357,13.914,15.146,14.521,17.709,18.03,17.862,17.812,17.411,18.001,18.62,15.993,35.902,25.128,20.537,16.752,9.865,14.925,17.68,21.776,15.66,13.51,11.541,7.882,12.258,13.036,Crunch
36.332,36.2,36.141,36.273,35.999,35.823,35.78,35.786,25.868,25.56,25.632,25.652,24.827,24.795,24.498,24.563,21.698,21.04,21.12,20.93,20.428,20.673,20.021,18.677,17.953,17.576,17.316,16.52,17.007,17.693,16.442,12.86,11.087,10.779,10.377,9.74,9.796,9.819,9.39,8.684,16.019,14.883,14.945,14.601,14.03,13.564,14.606,14.185,17.638,17.84,17.795,17.695,17.343,17.89,18.471,15.929,36.042,25.174,20.573,16.671,9.959,14.604,17.575,21.843,15.942,13.562,11.572,8.014,11.824,12.371,Crunch
36.494,36.341,36.291,36.425,36.151,35.953,35.901,35.899,25.867,25.557,25.635,25.647,24.831,24.794,24.498,24.552,21.724,21.085,21.159,20.937,20.466,20.773,20.044,18.736,17.852,17.44,17.198,16.382,16.871,17.524,16.277,12.778,11.373,10.807,10.511,9.822,9.812,9.824,9.337,8.624,15.849,14.704,14.762,14.26,13.902,13.469,14.468,14.126,17.567,17.78,17.727,17.616,17.307,17.838,18.463,15.899,36.182,25.173,20.615,16.54,10.014,14.442,17.525,21.981,16.12,13.709,11.565,8.093,11.608,12.103,Crunch
36.622,36.46,36.42,36.551,36.294,36.061,36.024,35.999,25.912,25.582,25.676,25.682,24.834,24.773,24.462,24.532,21.733,21.121,21.18,20.928,20.48,20.825,20.054,18.792,17.735,17.301,17.067,16.215,16.716,17.362,16.121,12.708,11.542,10.806,10.615,9.875,9.829,9.841,9.302,8.64,15.764,14.672,14.738,14.208,13.928,13.551,14.466,14.098,17.652,17.809,17.795,17.698,17.351,17.855,18.486,15.86,36.304,25.182,20.639,16.403,10.056,14.428,17.563,21.963,16.665,13.88,11.516,8.136,11.61,12.007,Crunch
36.69,36.526,36.495,36.618,36.393,36.13,36.126,36.076,25.92,25.586,25.684,25.688,24.832,24.766,24.456,24.521,21.72,21.118,21.172,20.906,20.451,20.836,20.024,18.804,17.632,17.196,16.951,16.064,16.571,17.22,15.973,12.661,11.708,10.914,10.762,9.983,9.947,9.938,9.338,8.676,15.828,14.833,14.904,14.32,14.149,13.843,14.586,14.084,17.602,17.789,17.781,17.639,17.346,17.843,18.44,15.826,36.382,25.182,20.629,16.284,10.158,14.568,17.533,22.042,16.745,13.914,11.455,8.15,11.482,11.904,Crunch
36.695,36.534,36.508,36.625,36.424,36.144,36.163,36.1,25.885,25.529,25.638,25.631,24.756,24.712,24.428,24.49,21.729,21.119,21.173,20.902,20.444,20.839,20.013,18.78,17.544,17.117,16.853,15.944,16.463,17.1,15.897,12.823,11.85,11.046,10.894,10.112,10.035,9.935,9.203,8.612,15.682,14.641,14.795,14.268,14.063,13.583,14.518,14.057,16.49,16.45,16.6,16.528,16.295,16.53,17.552,15.425,36.399,25.134,20.625,16.218,10.211,14.451,16.484,22.25,17.022,13.858,11.427,8.096,11.058,11.255,Crunch
36.688,36.528,36.504,36.618,36.425,36.137,36.163,36.096,25.862,25.48,25.596,25.574,24.682,24.622,24.293,24.403,21.786,21.152,21.2,20.91,20.467,20.835,20.013,18.765,17.485,17.087,16.79,15.884,16.427,17.026,15.9,13.117,11.995,11.3,11.154,10.392,10.35,10.074,9.296,8.835,15.596,14.589,14.783,14.238,14.027,13.411,14.44,14.005,15.404,15.261,15.58,15.51,15.518,15.49,16.937,15.172,36.395,25.064,20.641,16.215,10.424,14.386,15.609,22.378,17.18,13.843,11.378,7.952,10.828,10.598,Crunch
