Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,Delta7,Delta8,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Alpha1,Alpha2,Alpha3,Alpha4,Alpha5,Alpha6,Alpha7,Alpha8,BetaLow1,BetaLow2,BetaLow3,BetaLow4,BetaLow5,BetaLow6,BetaLow7,BetaLow8,BetaMid1,BetaMid2,BetaMid3,BetaMid4,BetaMid5,BetaMid6,BetaMid7,BetaMid8,BetaHigh1,BetaHigh2,BetaHigh3,BetaHigh4,BetaHigh5,BetaHigh6,BetaHigh7,BetaHigh8,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Delta_Avg,Theta_Avg,Alpha_Avg,BetaLow_Avg,BetaMid_Avg,BetaHigh_Avg,Gamma_Avg,Delta_Bipolar_Avg,Theta_Bipolar_Avg,Alpha_Bipolar_Avg,BetaLow_Bipolar_Avg,BetaMid_Bipolar_Avg,BetaHigh_Bipolar_Avg,Gamma_Bipolar_Avg,Label
28.235,22.46,20.688,18.737,16.774,18.078,15.81,14.49,22.022,16.711,16.065,14.607,13.77,14.456,11.957,12.204,18.518,17.165,16.477,16.819,16.893,16.246,16.047,18.171,17.239,17.27,16.626,16.536,16.879,17.57,18.822,16.918,9.652,8.042,7.75,8.333,8.308,8.263,12.727,10.829,12.395,10.813,10.919,11.102,11.331,12.479,14.259,11.755,12.296,11.813,12.338,11.975,12.422,13.003,15.425,12.53,19.409,15.224,17.042,17.233,9.238,11.882,12.725,21.565,16.279,16.641,14.289,7.62,10.77,10.269,Blink
28.305,22.496,20.731,18.807,16.741,18.009,15.782,14.468,21.986,16.685,16.013,14.458,13.682,14.411,11.575,12.145,18.499,17.151,16.452,16.813,16.911,16.23,16.071,18.162,17.345,17.346,16.681,16.586,16.92,17.656,18.89,16.942,9.556,7.979,7.727,8.394,8.29,8.201,12.766,10.893,12.277,10.907,11.015,11.201,11.37,12.514,14.262,11.786,12.263,11.769,12.333,12.001,12.376,12.947,15.305,12.522,19.417,15.119,17.036,17.296,9.226,11.916,12.69,21.555,16.278,16.676,14.287,7.676,10.729,10.238,Blink
28.084,22.34,20.572,18.661,16.755,18.018,15.792,14.495,21.967,16.699,16.036,14.516,13.726,14.334,11.862,12.345,18.572,17.259,16.54,16.893,16.937,16.316,16.022,18.161,17.294,17.294,16.631,16.581,16.895,17.65,18.887,16.922,9.918,8.264,8.069,8.635,8.454,8.147,12.685,10.914,12.398,10.755,10.952,11.109,11.336,12.625,14.393,11.64,12.039,11.719,12.231,11.902,12.466,13.215,15.68,12.634,19.339,15.186,17.088,17.269,9.386,11.901,12.736,21.21,16.435,16.72,14.198,7.743,10.79,10.375,Blink
28.047,22.435,20.813,19.05,17.321,18.356,16.255,15.033,21.645,16.436,15.82,14.296,13.709,14.073,11.837,12.828,18.895,17.47,16.84,17.245,17.123,16.46,16.044,18.286,17.21,17.134,16.516,16.579,16.809,17.545,18.761,16.893,10.697,8.805,8.621,9.008,8.784,8.271,12.604,10.902,12.478,10.766,10.98,11.091,11.378,12.729,14.445,11.692,11.627,11.33,11.877,11.633,12.291,13.086,15.718,12.61,19.664,15.08,17.295,17.181,9.711,11.945,12.521,21.057,16.27,16.815,14.021,7.855,10.86,10.328,Blink
28.34,22.783,21.389,19.868,18.086,18.723,17.03,15.738,22.033,16.864,16.297,14.937,14.428,14.448,13.045,13.717,19.007,17.438,16.918,17.458,17.16,16.322,15.929,18.354,17.137,16.839,16.326,16.586,16.611,17.283,18.429,16.834,11.201,9.066,8.962,9.275,8.941,8.157,12.373,10.856,12.419,10.681,10.893,11.046,11.301,12.578,14.18,11.808,11.605,11.245,11.749,11.482,12.23,13.069,15.624,12.462,20.245,15.721,17.323,17.006,9.854,11.863,12.433,21.31,16.482,16.912,13.776,7.819,10.749,10.266,Blink
28.463,22.809,21.608,20.388,18.315,18.583,17.322,15.961,22.271,17.253,16.601,15.188,14.793,14.758,13.551,14.106,18.97,17.22,16.778,17.498,17.042,15.954,15.709,18.361,17.135,16.523,16.123,16.55,16.321,16.917,17.961,16.706,11.564,9.288,9.223,9.474,8.972,8.095,12.005,10.823,12.397,10.588,10.867,11.06,11.345,12.556,14.17,11.902,11.547,11.232,11.719,11.426,12.117,12.958,15.408,12.25,20.431,16.065,17.192,16.779,9.93,11.861,12.332,21.499,16.625,16.974,13.581,7.677,10.701,10.232,Blink
28.482,22.782,21.596,20.448,18.238,18.471,17.198,15.831,22.363,17.269,16.557,15.191,14.759,14.743,13.6,14.102,18.966,17.044,16.678,17.531,16.966,15.706,15.632,18.404,17.189,16.239,15.928,16.448,15.985,16.502,17.436,16.503,11.622,9.344,9.299,9.546,8.985,8.093,11.853,10.825,12.363,10.637,10.826,10.914,11.074,12.429,13.982,11.86,11.631,11.308,11.718,11.43,12.008,12.845,15.128,12.114,20.381,16.073,17.116,16.529,9.946,11.761,12.273,21.567,16.638,17.009,13.413,7.556,10.65,10.074,Blink
28.667,23.087,21.913,20.736,18.788,19.151,17.582,16.334,22.531,17.331,16.545,15.165,14.729,14.69,13.497,13.956,18.949,16.941,16.643,17.569,16.948,15.639,15.653,18.427,17.246,15.976,15.724,16.253,15.575,16.069,16.86,16.213,11.688,9.52,9.494,9.694,9.206,8.441,12.058,10.943,12.025,9.827,9.939,10.133,9.693,11.341,13.148,11.076,11.396,10.856,11.017,10.637,11.068,12.42,14.641,11.02,20.782,16.055,17.096,16.24,10.13,10.898,11.632,21.757,16.77,17.034,13.21,7.59,10.431,9.82,Blink
28.914,23.606,22.651,21.6,20.07,20.252,18.803,17.562,22.552,17.14,16.361,15.28,14.482,14.443,13.2,13.724,18.955,16.996,16.675,17.549,16.948,15.798,15.819,18.393,17.351,15.87,15.628,16.086,15.252,15.873,16.51,16.002,11.664,9.608,9.565,9.673,9.287,8.676,12.2,11.043,11.894,9.567,9.857,10.21,9.559,11.109,13.326,11.155,11.516,10.95,11.16,10.826,11.11,12.533,14.713,10.917,21.682,15.898,17.142,16.071,10.215,10.835,11.715,21.977,16.789,17.054,12.989,7.602,10.303,9.933,Blink
28.844,23.777,23.033,22.077,20.777,20.747,19.462,18.048,22.609,17.196,16.642,15.874,14.958,14.655,13.955,14.093,18.963,17.069,16.703,17.497,16.885,16.048,15.929,18.159,17.461,15.924,15.673,16.049,15.165,15.997,16.572,15.939,11.652,9.696,9.615,9.661,9.344,8.764,12.222,11.039,11.376,9.758,10.171,10.301,10.168,11.452,13.722,11.223,11.476,11.027,11.286,11.116,11.346,12.707,14.805,11.044,22.096,16.248,17.156,16.097,10.249,11.021,11.851,21.925,16.841,17.05,12.869,7.545,10.006,9.967,Blink
28.539,23.491,22.874,21.933,20.701,20.556,19.317,17.521,22.641,17.111,16.51,15.747,14.749,14.32,13.975,13.905,18.945,17.07,16.658,17.339,16.69,16.174,15.745,17.445,17.542,16.014,15.728,16.047,15.16,16.222,16.795,15.743,11.648,9.881,9.741,9.666,9.494,9.065,12.219,10.831,10.805,10.37,10.706,10.616,11.056,12.011,14.196,11.579,11.246,10.994,11.196,11.011,11.366,12.678,14.762,11.076,21.867,16.12,17.008,16.156,10.318,11.418,11.791,21.685,16.778,16.94,12.85,7.317,9.683,9.882,Blink
28.569,23.415,22.807,21.763,20.639,20.358,19.176,17.314,23.08,17.429,16.972,16.425,15.292,14.25,14.539,14.279,18.949,17.068,16.676,17.281,16.612,16.324,15.637,16.61,17.504,16.04,15.683,15.946,15.059,16.344,16.881,15.215,11.446,9.788,9.637,9.488,9.434,9.049,11.938,10.347,10.642,10.715,10.813,10.504,11.146,12.241,14.16,11.437,11.935,11.624,11.877,11.732,11.962,13.043,14.941,11.313,21.755,16.533,16.895,16.084,10.141,11.457,12.304,21.659,16.94,16.685,12.577,6.749,9.647,9.861,Blink
28.758,23.728,23.067,21.859,20.944,20.737,19.506,17.535,23.299,17.53,16.99,16.443,15.343,13.867,14.838,14.444,18.898,16.925,16.642,17.268,16.595,16.248,15.649,15.916,17.401,16.095,15.681,15.854,14.972,16.441,16.868,14.647,11.428,9.755,9.609,9.267,9.271,9.034,11.314,9.646,10.77,10.695,10.772,10.335,10.912,12.258,14.107,11.033,12.156,11.832,12.032,11.89,12.141,13.225,15.224,11.456,22.017,16.594,16.768,15.995,9.916,11.36,12.495,21.853,16.842,16.342,11.955,6.277,9.657,9.896,Blink
28.653,23.791,23.114,21.876,21.041,20.956,19.675,17.637,22.983,17.229,16.788,16.32,15.276,13.541,14.907,14.245,18.731,16.794,16.579,17.245,16.638,16.1,15.74,15.354,17.49,16.321,15.844,15.899,15.02,16.6,16.925,14.308,11.695,9.961,9.882,9.447,9.37,9.306,10.99,9.44,11.228,10.837,10.794,10.426,10.892,12.294,14.144,11.067,12.192,11.923,12.147,11.977,12.291,13.324,15.297,11.569,22.093,16.411,16.647,16.051,10.011,11.46,12.59,21.909,16.533,15.701,11.396,5.905,9.707,9.928,Blink
28.661,23.789,23.136,21.935,21.033,21.007,19.735,17.656,22.72,17.179,16.69,16.46,15.523,13.69,15.542,14.575,18.154,16.506,16.337,17.158,16.651,15.978,15.91,15.189,17.69,16.612,16.066,16.012,15.173,16.817,17.093,14.205,12.37,10.626,10.529,9.936,9.756,10.001,10.868,9.362,11.451,11.102,10.989,10.644,11.086,12.375,14.219,11.231,12.229,11.97,12.213,12.104,12.169,13.122,15.006,11.345,22.119,16.547,16.485,16.208,10.431,11.637,12.52,22.188,15.953,14.666,10.992,5.889,9.625,9.696,Blink
28.985,23.975,23.369,22.16,21.128,21.028,19.709,17.655,22.732,17.206,16.78,16.576,15.674,13.6,15.667,14.551,17.582,16.17,16.097,17.092,16.648,15.856,16.196,15.407,17.886,16.887,16.266,16.152,15.332,17.049,17.29,14.246,12.612,10.836,10.777,10.154,9.942,10.292,10.844,9.338,11.401,11.182,10.956,10.489,11.105,12.353,14.145,11.247,12.225,11.993,12.253,12.152,12.135,13.044,14.786,11.244,22.251,16.598,16.381,16.389,10.6,11.61,12.479,22.695,15.967,13.905,10.658,5.611,9.423,9.492,Blink
29.319,24.273,23.738,22.491,21.439,21.194,19.877,17.797,22.517,17.138,16.73,16.646,15.812,13.617,15.949,14.728,17.341,16.079,16.042,17.075,16.68,15.931,16.531,15.626,18.012,17.083,16.394,16.271,15.433,17.22,17.44,14.32,12.847,11.009,11.034,10.36,10.103,10.448,10.808,9.313,11.314,11.231,10.982,10.486,11.268,12.544,14.344,11.463,12.239,12.192,12.477,12.353,12.442,13.33,15.076,11.719,22.516,16.642,16.413,16.522,10.74,11.704,12.729,23.039,15.873,13.593,10.373,5.652,9.43,9.63,Blink
29.459,24.506,24.012,22.748,21.795,21.486,20.324,18.079,22.458,17.107,16.694,16.591,15.765,13.607,16.021,14.741,17.157,16.032,15.903,16.921,16.565,16.017,16.65,15.672,18.064,17.174,16.437,16.327,15.485,17.298,17.5,14.396,13.126,11.183,11.289,10.586,10.347,10.609,10.874,9.408,11.636,11.481,11.252,10.757,11.56,12.846,14.565,11.585,12.232,12.222,12.538,12.414,12.552,13.391,15.185,12.183,22.801,16.623,16.364,16.585,10.928,11.96,12.84,23.121,15.813,13.351,10.144,5.796,9.476,9.733,Blink
29.453,24.551,24.059,22.789,21.874,21.597,20.499,18.146,22.532,17.226,16.831,16.81,16.179,14.052,16.743,15.224,17.021,15.864,15.617,16.653,16.305,15.958,16.626,15.612,18.098,17.221,16.472,16.383,15.566,17.359,17.544,14.469,13.299,11.386,11.55,10.845,10.612,10.804,10.988,9.579,11.846,11.584,11.361,10.856,11.637,12.892,14.51,11.544,12.333,12.267,12.546,12.421,12.485,13.32,15.028,12.156,22.871,16.95,16.207,16.639,11.133,12.029,12.82,23.102,16.051,13.173,9.962,5.961,9.555,9.873,Blink
29.624,24.62,24.131,22.874,21.917,21.601,20.527,18.152,22.564,17.264,16.85,16.853,16.263,14.128,16.827,15.361,16.946,15.565,15.242,16.326,15.966,15.788,16.531,15.522,18.109,17.256,16.521,16.46,15.7,17.424,17.612,14.591,13.487,11.734,11.945,11.288,11.035,11.147,11.316,9.819,11.851,11.648,11.389,10.861,11.663,12.904,14.492,11.554,12.29,12.337,12.496,12.391,12.44,13.463,15.174,12.094,22.931,17.014,15.986,16.709,11.471,12.045,12.835,23.195,16.117,13.08,9.857,6.18,9.489,9.925,Blink
29.841,24.82,24.337,23.099,22.118,21.728,20.796,18.298,22.872,17.436,17.051,17.063,16.554,14.329,17.096,15.714,16.494,15.036,14.753,15.906,15.581,15.531,16.352,15.4,18.102,17.286,16.582,16.549,15.859,17.499,17.731,14.778,13.438,11.867,12.08,11.432,11.182,11.282,11.465,9.912,11.772,11.589,11.392,10.872,11.667,12.907,14.469,11.419,11.816,12.077,12.361,12.32,12.366,13.368,15.222,12.069,23.13,17.264,15.632,16.798,11.582,12.011,12.7,23.299,16.295,13.086,9.834,6.202,9.283,9.611,Blink
29.719,24.85,24.383,23.188,22.231,21.799,21.036,18.438,23.056,17.838,17.34,17.242,16.677,14.804,17.304,15.778,16.104,14.535,14.283,15.432,15.149,15.259,16.042,15.129,18.06,17.26,16.625,16.621,15.99,17.532,17.848,15.002,13.342,11.877,12.093,11.459,11.106,11.29,11.352,9.755,11.809,11.549,11.452,10.907,11.597,12.621,14.278,11.255,11.651,12.002,12.335,12.284,12.401,13.29,15.411,12.288,23.205,17.505,15.242,16.867,11.534,11.934,12.708,23.08,16.513,13.141,9.909,6.163,8.999,9.315,Blink
29.546,24.724,24.284,23.115,22.166,21.678,21.029,18.447,22.891,17.831,17.382,17.295,16.761,14.878,17.343,15.799,15.834,14.186,13.944,14.992,14.734,15.034,15.696,14.803,17.915,17.126,16.556,16.57,15.975,17.458,17.846,15.122,13.265,11.788,12.012,11.364,10.927,11.185,11.101,9.513,11.787,11.378,11.279,10.766,11.38,12.277,14.075,11.111,11.595,11.945,12.148,12.075,12.282,13.267,15.419,12.241,23.124,17.522,14.903,16.821,11.394,11.757,12.621,22.866,16.34,13.13,9.999,6.114,8.898,9.113,Blink
29.589,24.749,24.278,23.109,22.133,21.642,20.966,18.445,23.243,18.183,17.723,17.569,16.933,15.445,17.468,15.998,15.702,13.927,13.697,14.636,14.389,14.817,15.444,14.501,17.695,16.947,16.41,16.43,15.847,17.327,17.733,15.089,13.215,11.754,11.936,11.263,10.826,11.135,10.857,9.431,11.842,11.387,11.358,10.863,11.465,12.224,14.136,11.341,12.093,12.35,12.483,12.291,12.555,13.562,15.564,12.329,23.114,17.82,14.639,16.685,11.302,11.827,12.903,22.977,16.516,13.097,10.11,6.104,9.002,9.169,Blink
29.556,24.806,24.272,23.091,22.131,21.675,21.012,18.444,23.123,18.32,17.749,17.628,16.922,15.587,17.487,16.021,15.807,13.937,13.712,14.455,14.254,14.801,15.385,14.342,17.442,16.759,16.256,16.304,15.716,17.252,17.66,14.98,13.368,11.965,12.036,11.302,10.986,11.324,10.872,9.55,12.3,12.081,11.938,11.371,12.28,12.94,14.696,11.906,12.687,12.516,12.704,12.539,12.719,13.684,15.672,12.402,23.123,17.855,14.587,16.546,11.425,12.439,13.115,23.075,16.688,13.176,10.208,6.259,9.202,9.345,Blink
29.451,24.751,24.275,23.122,22.164,21.668,21.052,18.466,23.065,18.378,17.703,17.562,16.889,15.478,17.569,16.028,16.279,14.262,14.031,14.517,14.421,15.048,15.68,14.359,17.368,16.67,16.211,16.289,15.733,17.293,17.753,15.013,13.843,12.58,12.5,11.729,11.619,11.949,11.534,10.084,12.618,12.26,12.074,11.566,12.481,13.118,14.788,12.018,13.085,12.669,12.855,12.689,12.867,13.862,15.855,12.391,23.118,17.834,14.824,16.541,11.98,12.615,13.284,23.155,16.765,13.413,10.413,6.511,9.217,9.456,Blink
29.628,24.832,24.472,23.343,22.293,21.705,21.002,18.48,23.768,19.087,18.292,18.035,17.069,15.909,17.612,16.112,17.258,15.121,14.924,14.989,15.091,15.601,16.271,14.625,17.509,16.732,16.313,16.39,15.886,17.415,17.899,15.191,14.011,12.831,12.668,11.878,11.935,12.307,12.144,10.394,12.689,12.214,12.053,11.538,12.454,13.094,14.856,12.013,13.148,12.691,12.856,12.667,12.905,13.931,15.952,12.402,23.219,18.236,15.485,16.667,12.271,12.614,13.319,23.548,17.593,13.747,10.554,6.728,9.442,9.559,Blink
29.734,24.847,24.548,23.457,22.345,21.69,20.985,18.466,24.722,20.216,19.254,18.585,17.512,16.529,17.731,15.954,18.29,15.919,15.747,15.45,15.69,16.008,16.672,14.977,17.774,16.879,16.507,16.566,16.106,17.565,18.057,15.419,13.88,12.812,12.593,11.793,11.929,12.383,12.39,10.379,12.633,12.322,12.116,11.577,12.494,13.054,14.718,11.918,13.152,12.65,12.886,12.716,12.88,13.781,15.68,12.422,23.259,18.813,16.094,16.859,12.27,12.604,13.271,23.786,18.739,14.109,10.671,6.825,9.388,9.268,Blink
29.473,24.632,24.299,23.189,22.119,21.52,20.824,18.23,24.835,20.341,19.325,18.576,17.484,16.655,17.706,15.742,18.342,15.899,15.694,15.154,15.59,15.928,16.61,14.881,17.931,16.927,16.605,16.652,16.231,17.606,18.161,15.537,13.47,12.553,12.332,11.53,11.71,12.243,12.418,10.242,12.802,12.488,12.202,11.618,12.507,13.09,14.685,11.821,13.162,12.599,12.866,12.672,12.807,13.708,15.501,12.319,23.036,18.833,16.012,16.956,12.062,12.652,13.204,23.693,18.905,14.093,10.717,6.699,9.385,9.218,Blink
29.184,24.394,23.984,22.756,21.738,21.257,20.443,17.787,25.252,20.977,19.864,18.892,17.78,17.223,17.531,15.339,18.179,15.755,15.517,14.717,15.376,15.8,16.46,14.645,17.863,16.831,16.508,16.52,16.176,17.503,18.153,15.478,13.193,12.311,12.084,11.248,11.454,12.064,12.309,10.028,12.849,12.636,12.33,11.646,12.53,13.14,14.681,11.715,13.131,12.557,12.809,12.622,12.743,13.644,15.43,12.34,22.693,19.107,15.806,16.879,11.836,12.691,13.159,23.652,19.466,13.932,10.675,6.648,9.358,9.276,Blink
29.182,24.323,23.84,22.441,21.476,21.122,20.157,17.492,25.298,21.023,19.956,18.964,17.809,17.205,17.43,15.113,17.904,15.524,15.315,14.316,15.215,15.681,16.302,14.419,17.671,16.715,16.346,16.298,16.052,17.379,18.101,15.356,13.037,12.095,11.886,10.978,11.162,11.852,12.124,9.704,12.829,12.638,12.351,11.676,12.501,13.125,14.612,11.635,13.079,12.554,12.767,12.605,12.757,13.701,15.547,12.409,22.504,19.1,15.585,16.74,11.605,12.671,13.177,23.778,19.677,13.764,10.552,6.642,9.32,9.388,Blink
29.235,24.324,23.857,22.419,21.455,21.104,20.128,17.465,25.335,21.18,20.139,19.161,18.236,17.608,17.599,15.39,17.694,15.366,15.123,13.893,15.077,15.621,16.178,14.19,17.451,16.652,16.231,16.111,15.95,17.308,18.035,15.23,13.084,12.069,11.882,10.951,11.089,11.855,12.08,9.607,12.822,12.578,12.285,11.578,12.424,13.107,14.609,11.533,13.204,13.036,13.056,12.726,13.252,14.275,16.087,12.757,22.498,19.331,15.393,16.621,11.577,12.617,13.549,23.834,19.77,13.636,10.432,6.695,9.219,9.778,Blink
28.973,24.034,23.625,22.206,21.223,20.662,19.992,17.175,25.379,21.436,20.438,19.401,18.538,17.944,17.718,15.447,17.645,15.358,15.066,13.66,15.017,15.625,16.133,14.103,17.241,16.649,16.183,15.98,15.913,17.28,17.952,15.139,13.201,12.101,11.918,10.96,11.053,11.899,11.979,9.49,12.957,12.791,12.424,11.652,12.585,13.276,14.647,11.552,13.533,13.426,13.478,13.079,13.618,14.441,16.061,13.02,22.236,19.538,15.326,16.542,11.575,12.736,13.832,23.705,19.888,13.465,10.357,6.803,9.073,9.673,Blink
28.41,23.285,22.876,21.385,20.488,19.635,19.327,16.305,25.358,21.442,20.416,19.307,18.576,17.929,17.741,15.43,17.62,15.244,15.001,13.641,14.97,15.467,15.961,14.11,17.047,16.608,16.123,15.853,15.837,17.154,17.773,14.964,13.304,12.214,12.024,10.999,11.176,11.978,11.942,9.435,12.957,12.787,12.448,11.614,12.582,13.304,14.543,11.507,13.599,13.539,13.587,13.104,13.752,14.505,16.077,13.147,21.464,19.525,15.252,16.42,11.634,12.718,13.914,23.448,19.912,13.339,10.329,6.872,9.192,9.482,Blink
28.084,22.696,22.244,20.68,19.923,18.971,18.786,15.893,25.345,21.559,20.441,19.142,18.686,18.146,17.556,15.246,17.639,15.098,14.884,13.531,14.857,15.138,15.685,14.014,16.914,16.5,16.013,15.703,15.665,16.886,17.462,14.7,13.345,12.276,12.087,11.028,11.248,12.085,11.904,9.435,12.814,12.579,12.124,11.267,12.221,13.059,14.247,11.36,13.624,13.527,13.538,12.82,13.713,14.496,16.037,13.045,20.909,19.515,15.106,16.23,11.676,12.459,13.85,23.328,19.957,13.245,10.295,7.013,9.209,9.59,Blink
28.187,22.686,22.188,20.58,19.819,18.849,18.682,15.902,25.519,21.755,20.602,19.228,18.781,18.368,17.559,15.316,17.769,15.087,14.859,13.518,14.829,14.866,15.539,13.969,16.892,16.417,15.942,15.597,15.513,16.598,17.142,14.504,13.351,12.25,12.084,10.992,11.203,12.098,11.711,9.333,12.522,11.998,11.436,10.731,11.482,12.42,13.695,10.911,13.648,13.482,13.496,12.815,13.671,14.467,16.036,13.045,20.862,19.641,15.054,16.076,11.628,11.899,13.832,23.474,20.118,13.199,10.315,7.134,9.079,9.644,Blink
28.212,22.714,22.208,20.531,19.694,18.7,18.539,15.714,25.328,21.724,20.506,18.968,18.824,18.45,17.494,15.236,18.126,15.209,14.975,13.634,14.88,14.669,15.514,13.96,16.962,16.385,15.945,15.568,15.445,16.409,16.901,14.419,13.383,12.251,12.09,10.989,11.154,12.13,11.613,9.395,12.407,11.635,11.161,10.587,11.241,12.043,13.479,10.866,13.345,13.268,13.245,12.536,13.423,14.295,15.846,12.761,20.789,19.566,15.121,16.004,11.626,11.677,13.59,23.608,20.011,13.26,10.44,7.239,8.927,9.592,Blink
28.132,22.646,22.117,20.399,19.378,18.214,18.073,15.229,25.283,21.659,20.427,18.828,18.732,18.462,17.327,15.352,18.524,15.504,15.235,13.859,15.042,14.663,15.603,14.106,16.987,16.327,15.912,15.52,15.374,16.222,16.691,14.365,13.339,12.292,12.13,11.018,11.185,12.174,11.597,9.431,12.452,11.728,11.117,10.605,11.261,12.006,13.552,11.041,13.222,13.257,13.235,12.509,13.435,14.339,15.708,12.747,20.524,19.509,15.317,15.925,11.646,11.72,13.556,23.638,19.922,13.281,10.621,7.251,8.772,9.519,Blink
28.126,22.777,22.191,20.41,19.439,18.282,18.025,15.142,25.279,21.618,20.384,18.788,18.71,18.361,17.363,15.658,18.737,15.775,15.451,14.006,15.186,14.707,15.624,14.199,16.786,16.127,15.72,15.326,15.179,15.928,16.406,14.204,13.108,12.177,12.0,10.896,11.134,12.068,11.542,9.403,12.151,11.626,11.071,10.493,11.184,11.908,13.443,10.953,13.222,13.162,13.127,12.369,13.287,14.224,15.61,12.635,20.549,19.52,15.461,15.709,11.541,11.604,13.455,23.712,19.984,13.284,10.714,7.195,8.603,9.434,Blink
28.051,22.827,22.177,20.312,19.595,18.651,18.296,15.489,25.12,21.472,20.213,18.467,18.465,18.217,16.982,15.535,18.796,15.823,15.478,13.976,15.141,14.578,15.439,14.087,16.442,15.836,15.43,15.034,14.879,15.561,16.019,13.937,12.483,11.706,11.562,10.524,10.875,11.672,11.323,9.29,11.888,11.385,10.893,10.21,11.077,11.853,13.4,10.79,13.218,13.127,13.093,12.275,13.238,14.182,15.62,12.553,20.675,19.309,15.415,15.392,11.179,11.437,13.413,23.756,19.897,13.298,10.666,6.952,8.597,9.487,Blink
27.808,22.581,21.865,19.962,19.549,18.819,18.575,15.98,25.11,21.441,20.17,18.416,18.382,18.189,16.955,15.586,18.829,15.677,15.326,13.748,14.857,14.276,15.021,13.777,16.089,15.562,15.183,14.769,14.615,15.215,15.635,13.628,12.103,11.442,11.299,10.342,10.748,11.462,11.251,9.271,12.056,11.582,11.189,10.519,11.423,11.994,13.544,10.85,13.319,13.264,13.19,12.332,13.295,14.162,15.543,12.521,20.642,19.281,15.189,15.087,10.99,11.645,13.453,23.701,19.991,13.198,10.582,6.795,8.735,9.444,Blink
27.458,22.109,21.261,19.355,19.117,18.634,18.476,16.13,25.136,21.483,20.193,18.384,18.313,18.214,16.716,15.514,18.845,15.52,15.156,13.485,14.556,13.959,14.533,13.455,15.852,15.387,15.069,14.631,14.49,14.982,15.38,13.388,11.73,11.235,11.039,10.186,10.674,11.348,11.3,9.317,12.164,11.628,11.335,10.649,11.395,11.791,13.323,10.563,13.233,13.099,12.995,12.128,13.062,13.959,15.339,12.133,20.318,19.244,14.939,14.897,10.854,11.606,13.243,23.55,20.04,13.05,10.497,6.686,8.714,9.33,Blink
27.21,21.659,20.702,18.781,18.408,18.055,17.772,15.664,25.134,21.502,20.223,18.429,18.348,18.227,16.668,15.541,18.896,15.479,15.15,13.478,14.563,13.904,14.449,13.363,15.767,15.316,15.08,14.634,14.482,14.858,15.283,13.321,11.247,11.029,10.721,9.875,10.483,11.227,11.209,9.162,11.831,11.469,11.118,10.366,11.293,11.722,13.299,10.496,13.282,13.196,13.024,12.12,13.072,14.014,15.332,11.777,19.781,19.259,14.91,14.843,10.619,11.449,13.227,23.351,20.059,13.02,10.416,6.499,8.798,9.198,Blink
27.199,21.564,20.59,18.677,18.2,17.805,17.47,15.536,25.091,21.463,20.158,18.266,18.11,18.053,16.054,15.152,18.93,15.47,15.214,13.594,14.712,13.977,14.56,13.389,15.815,15.315,15.147,14.697,14.522,14.811,15.301,13.345,10.988,10.876,10.423,9.498,10.262,11.149,11.057,9.005,11.935,11.824,11.279,10.413,11.65,12.222,13.678,10.864,13.219,13.134,12.96,12.021,13.082,14.074,15.492,11.756,19.63,19.043,14.981,14.869,10.407,11.733,13.217,23.305,20.007,13.045,10.375,6.354,8.811,9.157,Blink
27.068,21.407,20.416,18.425,18.089,17.749,17.418,15.561,25.084,21.454,20.149,18.24,18.09,18.071,16.055,15.225,18.877,15.407,15.221,13.615,14.774,13.952,14.562,13.222,15.932,15.354,15.253,14.794,14.591,14.813,15.343,13.332,10.869,10.659,10.047,9.005,10.023,11.037,10.855,8.864,11.965,11.903,11.316,10.442,11.762,12.415,13.774,10.951,13.069,13.161,12.932,11.994,13.182,14.144,15.556,11.856,19.517,19.046,14.954,14.927,10.17,11.816,13.237,23.265,20.039,13.068,10.323,6.16,8.902,9.226,Blink
26.454,20.605,19.636,17.435,17.486,17.163,16.815,15.182,25.071,21.445,20.113,18.126,17.939,18.063,15.823,14.866,18.83,15.373,15.208,13.557,14.696,13.857,14.394,12.821,16.048,15.436,15.393,14.924,14.712,14.898,15.364,13.22,11.102,10.721,10.063,8.962,10.078,11.127,10.881,8.956,11.983,11.95,11.339,10.437,11.761,12.432,13.745,10.953,13.022,13.169,12.898,11.944,13.144,14.102,15.488,11.837,18.847,18.931,14.842,14.999,10.236,11.825,13.201,22.911,20.052,13.029,10.23,6.113,8.915,9.226,Blink
26.074,20.055,19.227,16.746,17.058,16.623,16.076,14.864,24.903,21.386,20.064,18.024,18.005,18.019,15.781,15.025,18.818,15.545,15.322,13.601,14.674,14.003,14.271,12.515,16.077,15.486,15.455,15.006,14.748,14.968,15.267,12.941,11.262,10.784,10.12,8.975,10.227,11.248,11.024,9.129,11.951,11.939,11.152,10.201,11.639,12.359,13.685,10.922,12.872,13.056,12.759,11.819,13.059,14.006,15.429,11.78,18.341,18.901,14.844,14.994,10.346,11.731,13.097,22.733,19.973,12.994,10.125,6.118,8.928,9.319,Blink
