Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,Delta7,Delta8,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Alpha1,Alpha2,Alpha3,Alpha4,Alpha5,Alpha6,Alpha7,Alpha8,BetaLow1,BetaLow2,BetaLow3,BetaLow4,BetaLow5,BetaLow6,BetaLow7,BetaLow8,BetaMid1,BetaMid2,BetaMid3,BetaMid4,BetaMid5,BetaMid6,BetaMid7,BetaMid8,BetaHigh1,BetaHigh2,BetaHigh3,BetaHigh4,BetaHigh5,BetaHigh6,BetaHigh7,BetaHigh8,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Delta_Avg,Theta_Avg,Alpha_Avg,BetaLow_Avg,BetaMid_Avg,BetaHigh_Avg,Gamma_Avg,Delta_Bipolar_Avg,Theta_Bipolar_Avg,Alpha_Bipolar_Avg,BetaLow_Bipolar_Avg,BetaMid_Bipolar_Avg,BetaHigh_Bipolar_Avg,Gamma_Bipolar_Avg,Label
20.428,22.314,19.573,15.044,19.476,20.255,18.66,17.523,12.685,14.551,12.841,10.414,13.262,14.128,15.425,14.551,13.598,14.522,13.882,14.098,13.893,13.322,11.993,12.655,10.219,10.488,10.437,9.392,10.643,9.156,9.632,8.943,7.899,7.884,7.155,6.515,7.798,8.74,8.457,7.542,10.327,9.463,9.267,9.75,8.71,10.743,10.582,9.438,7.457,7.847,7.884,8.067,7.904,8.745,8.984,8.405,19.159,13.482,13.495,9.864,7.749,9.785,8.162,17.233,12.732,10.509,6.155,5.823,8.043,3.3,relaxed
20.507,22.425,19.763,15.214,19.579,20.331,18.747,17.523,12.665,14.55,12.738,10.364,13.23,14.126,15.394,14.552,13.529,14.396,13.826,14.092,13.76,12.967,11.607,12.376,10.407,10.496,10.512,9.42,10.59,9.219,9.497,8.871,8.008,7.902,7.252,6.575,7.799,8.695,8.353,7.524,10.218,9.108,9.428,9.843,8.816,10.772,10.471,9.442,7.993,8.085,8.1,8.185,7.893,9.026,9.005,8.309,19.261,13.453,13.319,9.877,7.764,9.762,8.324,17.275,12.684,10.323,6.318,5.843,7.972,3.21,relaxed
20.511,22.464,19.842,15.163,19.585,20.408,18.769,17.367,12.387,14.333,12.453,10.114,12.971,13.81,15.128,14.31,13.354,14.118,13.671,14.073,13.494,12.45,10.969,12.118,10.449,10.334,10.44,9.34,10.399,9.05,9.171,8.695,8.205,7.949,7.445,6.688,7.887,8.688,8.332,7.533,10.144,9.032,9.657,9.977,8.992,10.735,10.445,9.442,8.056,8.104,8.066,8.17,7.897,9.008,9.029,8.307,19.264,13.188,13.031,9.735,7.841,9.803,8.33,17.32,12.625,10.129,6.361,5.893,7.957,3.237,relaxed
20.242,22.196,19.551,14.64,19.208,20.144,18.43,16.743,11.991,13.988,12.049,9.916,12.652,13.602,15.036,14.197,12.958,13.581,13.302,13.995,12.994,11.735,9.971,11.796,10.418,10.139,10.331,9.249,10.226,8.753,8.941,8.562,8.378,8.054,7.63,6.843,8.037,8.809,8.511,7.637,9.968,9.076,9.648,9.866,9.004,10.791,10.602,9.403,8.009,8.389,8.177,8.041,8.057,8.997,9.126,8.295,18.894,12.929,12.542,9.577,7.987,9.795,8.386,17.222,12.573,9.854,6.389,5.98,7.941,3.16,relaxed
19.818,21.732,19.031,14.125,18.741,19.627,17.997,16.092,11.198,13.098,11.137,9.068,11.537,12.989,14.262,13.698,12.781,13.316,13.136,13.976,12.769,11.389,9.638,11.714,10.32,9.983,10.219,9.224,10.158,8.535,8.911,8.587,8.53,8.107,7.759,6.963,8.157,8.938,8.771,7.776,9.966,9.406,9.754,9.849,9.097,10.927,10.694,9.389,7.96,8.424,8.171,8.076,8.083,9.03,9.133,8.274,18.395,12.124,12.34,9.492,8.125,9.885,8.394,16.942,12.337,9.695,6.473,6.042,7.921,3.207,relaxed
19.61,21.515,18.779,13.959,18.628,19.389,17.93,15.965,10.494,12.13,10.402,9.086,10.899,12.466,13.811,13.472,12.71,13.159,13.113,13.998,12.739,11.206,9.749,11.783,10.287,9.976,10.229,9.334,10.207,8.46,8.94,8.774,8.457,8.164,7.751,7.067,8.21,8.978,8.873,7.804,9.974,9.457,9.754,9.836,9.096,10.909,10.739,9.484,8.048,8.613,8.331,8.307,8.359,9.285,9.448,8.663,18.222,11.595,12.307,9.526,8.163,9.906,8.632,16.666,11.869,9.637,6.547,6.074,7.917,3.149,relaxed
19.584,21.476,18.734,13.894,18.515,19.363,17.84,15.708,10.748,12.17,10.438,9.116,10.697,12.44,13.183,13.369,12.512,12.932,13.007,13.962,12.693,11.074,10.006,11.875,10.383,10.154,10.444,9.556,10.366,8.49,8.99,8.985,8.304,8.166,7.691,7.16,8.255,9.007,8.927,7.787,9.765,9.387,9.62,9.792,9.063,10.795,10.69,9.512,8.086,8.847,8.51,8.5,8.66,9.472,9.738,8.967,18.139,11.52,12.258,9.671,8.162,9.828,8.847,16.488,11.777,9.493,6.613,5.882,7.536,3.206,relaxed
19.314,21.115,18.345,13.583,18.012,19.179,17.709,15.185,10.539,11.409,9.842,9.017,9.863,11.367,11.927,12.096,12.237,12.671,12.828,13.855,12.651,10.867,10.319,11.906,10.547,10.424,10.767,9.918,10.596,8.531,9.051,9.123,7.823,8.014,7.419,7.064,8.212,8.993,8.913,7.799,9.756,9.325,9.549,9.691,9.061,10.665,10.608,9.514,8.33,9.313,8.778,8.563,9.017,9.67,9.884,9.117,17.805,10.757,12.167,9.87,8.03,9.771,9.084,16.255,11.18,9.221,6.725,5.52,7.025,3.451,relaxed
18.692,20.361,17.621,13.174,17.304,18.836,17.563,14.876,10.961,11.337,9.975,9.684,10.155,11.499,11.342,11.922,12.126,12.559,12.748,13.787,12.683,10.413,10.495,11.696,10.78,10.736,11.118,10.416,10.895,8.514,9.119,9.207,7.479,7.76,7.222,7.0,8.124,8.947,8.852,7.805,9.757,9.236,9.522,9.457,9.031,10.58,10.534,9.501,8.472,9.279,8.853,8.621,8.993,9.475,9.691,9.063,17.303,10.859,12.063,10.098,7.898,9.702,9.056,15.661,10.891,9.07,6.89,5.06,6.759,3.548,relaxed
17.932,19.474,16.902,12.925,16.645,18.338,17.191,14.803,11.081,11.268,9.936,9.778,9.892,11.31,9.682,10.306,12.183,12.63,12.839,13.912,12.815,9.884,10.488,11.609,11.004,10.98,11.42,10.833,11.198,8.309,9.196,9.224,7.416,7.714,7.209,6.991,8.096,8.913,8.756,7.764,9.198,8.734,9.1,8.924,8.725,10.236,10.162,9.274,8.28,9.052,8.591,8.266,8.642,9.074,9.206,8.648,16.776,10.407,12.045,10.27,7.857,9.294,8.72,14.989,10.231,8.896,7.016,4.643,6.424,3.54,relaxed
17.146,18.598,16.28,12.747,15.923,17.547,16.238,14.51,11.287,10.95,9.857,9.787,9.829,11.601,9.76,10.172,12.236,12.712,12.931,14.104,12.936,9.652,10.553,11.743,11.141,11.103,11.597,11.073,11.374,7.885,9.255,9.148,7.468,7.667,7.211,6.903,8.095,8.884,8.605,7.654,8.77,8.373,8.906,8.956,8.6,10.004,9.921,9.213,8.278,9.041,8.546,8.061,8.517,8.963,9.083,8.389,16.124,10.405,12.108,10.322,7.811,9.093,8.61,14.378,10.033,8.887,7.082,4.322,6.243,3.468,relaxed
16.034,17.461,15.372,12.184,14.767,16.343,14.501,13.447,11.125,10.645,9.691,9.658,9.704,11.604,8.823,9.606,12.241,12.741,12.966,14.262,13.035,9.493,10.576,11.819,11.114,11.035,11.595,11.153,11.358,7.489,9.2,9.082,7.368,7.348,6.983,6.598,7.758,8.504,8.033,7.243,8.803,8.337,8.814,8.67,8.258,9.598,9.575,8.809,8.284,9.097,8.544,7.999,8.494,8.949,9.099,8.367,15.014,10.107,12.142,10.253,7.48,8.858,8.604,13.75,9.239,9.069,7.133,4.035,5.995,3.469,relaxed
15.018,16.365,14.612,11.478,13.726,15.206,12.921,12.107,10.899,10.104,8.998,9.088,8.744,11.518,8.39,8.215,12.137,12.653,12.902,14.34,13.077,9.374,10.582,11.884,10.974,10.81,11.444,11.096,11.222,7.344,9.118,9.098,7.29,6.857,6.588,5.867,7.113,7.864,7.157,6.33,8.914,8.654,8.966,8.513,8.132,9.087,9.166,8.471,8.388,9.278,8.744,8.11,8.711,9.053,9.227,8.539,13.929,9.494,12.119,10.138,6.883,8.738,8.756,13.227,8.981,9.258,7.21,3.74,5.883,3.537,relaxed
14.236,15.393,14.134,10.813,13.149,14.337,12.236,11.226,10.905,10.065,9.227,9.283,9.051,11.564,8.444,8.641,11.845,12.409,12.713,14.308,13.03,9.165,10.5,11.922,10.646,10.395,11.121,10.909,10.978,7.326,9.007,9.106,7.329,6.592,6.395,5.452,6.739,7.572,6.717,5.838,8.698,9.203,9.232,8.436,8.562,9.237,9.301,8.644,8.517,9.455,8.927,8.066,8.899,9.246,9.452,8.709,13.191,9.647,11.986,9.936,6.579,8.914,8.909,12.86,8.894,9.337,7.221,3.429,5.902,3.8,relaxed
13.859,14.928,13.964,10.597,13.028,13.855,12.175,10.991,10.933,10.09,9.357,9.399,9.11,11.589,8.259,8.338,11.434,12.042,12.497,14.254,13.016,8.948,10.445,12.016,10.334,10.003,10.803,10.714,10.682,7.241,8.861,8.989,7.296,6.345,6.158,5.061,6.39,7.402,6.471,5.422,8.033,9.342,9.161,8.345,8.906,9.643,9.706,8.958,8.17,9.29,8.773,7.94,8.998,9.249,9.605,8.904,12.925,9.634,11.831,9.703,6.318,9.012,8.866,12.583,8.795,9.368,7.164,2.993,5.711,3.879,relaxed
13.844,14.886,13.961,10.592,12.975,13.811,12.126,10.985,11.165,10.169,9.929,9.945,9.706,11.564,8.58,8.909,11.075,11.721,12.387,14.224,13.075,8.837,10.491,12.083,10.261,9.79,10.645,10.591,10.436,7.046,8.747,8.814,7.157,6.149,5.85,4.8,6.244,7.508,6.587,5.387,7.88,9.351,9.008,8.11,8.885,9.87,9.755,8.944,8.051,9.118,8.644,7.79,8.923,9.148,9.552,8.786,12.898,9.996,11.737,9.541,6.21,8.975,8.751,12.536,8.785,9.397,7.186,2.781,5.531,3.762,relaxed
13.344,14.411,13.629,10.217,12.355,13.592,11.801,10.877,11.281,10.15,10.136,10.08,9.803,11.582,8.647,8.914,11.095,11.691,12.485,14.236,13.146,8.735,10.468,12.074,10.358,9.785,10.689,10.613,10.378,6.984,8.765,8.798,6.682,6.059,5.551,4.723,6.276,7.925,7.034,5.689,7.873,9.278,8.904,7.851,8.867,9.885,9.672,8.947,8.441,9.279,8.866,7.974,9.002,9.183,9.546,8.82,12.528,10.074,11.741,9.546,6.242,8.91,8.889,12.3,8.713,9.538,7.351,2.785,5.57,3.818,relaxed
12.593,13.792,13.245,9.781,11.576,13.327,11.547,10.712,10.789,8.823,9.657,9.788,9.333,11.07,8.699,8.943,11.422,11.895,12.783,14.304,13.262,8.877,10.463,12.057,10.383,9.819,10.75,10.652,10.368,6.978,8.801,8.841,6.014,5.774,5.063,4.566,6.071,7.912,7.073,5.733,8.42,9.336,8.992,7.832,8.839,9.989,9.492,8.86,8.693,9.32,8.873,7.882,8.979,9.26,9.555,8.799,12.072,9.638,11.883,9.574,6.026,8.97,8.92,12.017,8.195,9.748,7.648,2.677,5.585,3.871,relaxed
12.291,13.518,13.182,9.633,11.071,13.247,11.504,10.623,10.629,8.407,9.482,9.573,9.161,11.061,8.738,8.894,11.669,12.07,13.052,14.286,13.338,9.281,10.511,11.976,10.165,9.63,10.576,10.431,10.073,7.037,8.757,8.571,4.958,4.99,4.138,4.037,5.308,7.3,6.626,5.462,8.699,9.543,9.18,7.974,9.034,10.275,9.684,8.924,9.123,9.479,9.047,8.136,9.047,9.298,9.586,8.889,11.883,9.493,12.023,9.405,5.353,9.164,9.076,12.095,8.125,9.975,7.967,2.315,5.628,4.073,relaxed
12.446,13.507,13.418,9.773,11.044,13.258,11.529,10.602,10.424,7.467,9.305,9.302,9.045,10.43,8.6,8.948,11.615,12.014,13.087,14.023,13.214,9.696,10.597,11.777,9.744,9.267,10.157,9.972,9.47,7.601,8.789,7.855,4.676,4.727,3.9,3.749,4.955,6.88,6.266,5.187,8.756,9.637,9.249,8.025,9.021,10.322,9.721,8.921,9.196,9.804,9.284,8.29,9.407,9.578,9.885,9.156,11.947,9.19,12.003,9.107,5.042,9.207,9.325,12.403,7.765,10.081,8.181,2.056,5.596,4.346,relaxed
12.521,13.521,13.41,9.798,11.034,13.446,11.594,10.592,10.532,7.544,9.471,9.205,9.152,10.369,8.588,8.988,11.23,11.665,12.798,13.567,12.853,9.964,10.614,11.492,9.409,9.088,9.845,9.626,8.984,8.624,9.141,7.091,4.664,4.755,4.045,3.835,5.046,6.761,6.324,5.282,8.975,10.063,9.592,8.428,9.367,10.628,10.051,9.281,9.257,9.89,9.279,8.156,9.405,9.524,9.733,8.993,11.99,9.231,11.773,8.976,5.089,9.548,9.28,12.55,7.665,9.972,8.317,1.791,5.849,4.593,relaxed
12.361,13.552,13.182,9.475,10.93,13.493,11.504,10.518,10.622,7.702,9.458,9.152,9.081,10.542,8.626,9.034,10.923,11.33,12.559,13.212,12.605,10.355,10.736,11.353,9.394,9.208,9.845,9.566,8.807,9.132,9.333,6.595,5.509,5.629,5.091,4.604,5.819,7.206,6.987,5.89,9.402,10.173,9.871,8.862,9.517,10.748,10.234,9.54,9.384,9.883,9.32,8.093,9.327,9.36,9.602,8.903,11.877,9.277,11.634,8.985,5.842,9.793,9.234,12.264,7.689,9.824,8.391,1.799,6.075,4.772,relaxed
12.202,13.643,13.073,9.215,10.861,13.393,11.287,10.465,10.817,8.008,9.624,9.121,9.128,10.503,8.502,8.951,10.788,11.092,12.458,12.916,12.569,10.953,11.002,11.328,9.7,9.597,10.156,9.812,9.014,9.156,9.337,6.79,6.295,6.667,6.008,5.379,6.644,7.956,7.772,6.5,9.582,10.151,9.89,8.723,9.458,10.775,10.222,9.417,9.542,9.932,9.444,8.178,9.343,9.359,9.591,8.917,11.767,9.332,11.638,9.195,6.653,9.777,9.288,11.8,7.71,9.748,8.411,1.982,6.239,4.976,relaxed
12.222,13.623,13.104,9.346,10.865,13.341,10.977,10.39,10.874,8.14,9.769,9.301,9.213,10.488,8.525,9.122,10.783,10.909,12.413,12.747,12.616,11.391,11.276,11.39,10.219,10.246,10.697,10.288,9.718,9.414,9.597,7.786,6.994,7.783,6.91,5.999,7.508,8.965,8.582,6.909,9.448,10.177,9.789,8.555,9.462,10.863,10.187,9.345,9.627,9.995,9.477,8.296,9.39,9.397,9.646,9.005,11.734,9.429,11.691,9.746,7.456,9.728,9.354,11.636,7.773,9.762,8.5,2.348,6.283,5.255,relaxed
12.135,13.278,12.885,9.291,10.791,13.359,10.716,10.264,10.941,8.383,9.862,9.347,9.248,10.544,8.498,9.291,10.875,10.898,12.442,12.715,12.707,11.6,11.449,11.449,10.848,10.864,11.279,10.904,10.576,10.082,10.158,9.001,7.259,8.735,7.476,6.408,8.321,9.969,9.307,7.283,9.69,10.188,9.77,8.721,9.406,10.82,10.094,9.387,9.864,10.198,9.549,8.276,9.348,9.374,9.473,8.869,11.59,9.514,11.767,10.464,8.095,9.759,9.369,11.608,8.048,9.814,8.783,3.093,6.455,5.438,relaxed
11.613,12.292,12.055,8.623,10.207,13.164,10.33,9.957,11.288,8.797,10.176,9.425,9.456,10.563,8.693,9.453,10.959,10.955,12.478,12.742,12.739,11.626,11.436,11.453,11.162,11.232,11.636,11.367,11.209,10.801,10.653,9.778,7.419,9.1,7.701,6.638,8.672,10.424,9.629,7.503,9.77,10.029,9.699,8.672,9.197,10.454,9.717,9.085,10.056,10.236,9.505,8.319,9.225,9.152,9.278,8.703,11.03,9.731,11.799,10.98,8.386,9.578,9.309,11.332,8.068,9.837,9.052,3.392,6.308,5.479,relaxed
10.736,10.887,10.834,7.548,8.915,12.538,9.601,9.391,11.323,8.774,10.21,9.542,9.576,10.612,8.884,9.777,11.013,10.957,12.487,12.758,12.717,11.624,11.327,11.412,11.226,11.474,11.801,11.665,11.643,11.518,11.069,10.198,7.47,9.271,7.787,6.786,8.815,10.658,9.789,7.646,9.457,9.399,9.086,8.149,8.444,9.768,9.038,8.428,9.868,9.879,9.137,8.101,8.916,8.591,8.896,8.404,10.056,9.837,11.787,11.324,8.528,8.971,8.974,10.929,8.084,9.842,9.303,3.451,6.309,5.458,relaxed
10.103,9.725,10.197,7.331,8.515,11.694,9.557,9.649,11.297,8.825,10.2,9.538,9.524,10.755,8.862,9.749,11.066,10.955,12.473,12.739,12.677,11.66,11.216,11.355,11.32,11.734,11.964,11.885,11.983,12.19,11.366,10.377,7.349,9.271,7.747,6.806,8.816,10.673,9.795,7.711,9.674,9.189,8.99,8.009,8.138,9.683,9.016,8.279,10.103,9.988,9.326,8.27,9.086,8.689,9.032,8.639,9.596,9.844,11.768,11.602,8.521,8.872,9.142,10.663,8.108,9.874,9.535,3.335,6.786,5.578,relaxed
10.64,10.07,11.094,8.771,10.044,11.651,10.411,10.685,11.256,8.778,10.192,9.552,9.687,10.49,9.1,10.253,11.026,10.886,12.392,12.679,12.613,11.695,11.138,11.327,11.441,11.976,12.114,11.982,12.238,12.68,11.492,10.402,7.09,9.181,7.561,6.648,8.717,10.599,9.679,7.634,10.124,9.148,9.334,8.427,8.193,9.479,8.7,8.33,10.045,9.817,9.243,8.112,8.991,8.555,8.917,8.549,10.421,9.913,11.719,11.791,8.389,8.967,9.029,10.712,8.007,9.982,9.647,3.233,7.044,5.646,relaxed
11.688,10.889,12.205,10.227,11.038,12.078,10.865,11.132,11.282,8.886,10.374,9.812,10.07,10.364,9.175,10.498,10.795,10.651,12.186,12.556,12.44,11.652,10.953,11.191,11.46,12.054,12.124,11.946,12.314,12.923,11.431,10.306,7.015,9.134,7.495,6.697,8.685,10.514,9.521,7.6,10.429,8.924,9.434,8.603,8.102,9.268,8.567,8.376,10.333,10.158,9.577,8.374,9.324,8.905,9.168,8.834,11.265,10.058,11.553,11.82,8.333,8.963,9.334,10.945,7.93,10.114,9.702,3.18,7.175,5.797,relaxed
11.868,10.989,12.404,10.5,11.124,12.116,10.899,11.143,11.35,8.842,10.402,9.898,9.864,9.697,8.726,10.318,10.648,10.533,12.004,12.422,12.255,11.623,10.677,10.918,11.424,11.994,12.03,11.874,12.236,12.981,11.264,10.15,7.119,9.121,7.567,6.82,8.737,10.492,9.521,7.757,10.813,9.014,9.687,8.886,8.135,9.273,8.555,8.435,10.683,10.361,9.817,8.403,9.326,8.809,8.977,8.6,11.38,9.887,11.385,11.744,8.392,9.1,9.372,11.074,8.089,10.208,9.75,3.063,7.486,5.959,relaxed
11.926,11.076,12.482,10.54,11.258,12.169,11.243,11.438,11.233,9.001,10.512,10.033,10.24,9.572,8.969,10.506,10.587,10.482,11.862,12.277,12.102,11.57,10.408,10.642,11.377,11.869,11.879,11.781,12.109,12.976,11.139,10.039,7.201,9.204,7.676,6.936,8.798,10.491,9.608,8.069,10.817,9.019,9.687,8.954,8.142,9.346,8.671,8.484,10.849,10.297,9.81,8.489,9.34,9.313,9.369,8.729,11.517,10.008,11.241,11.646,8.498,9.14,9.524,11.127,7.911,10.315,9.793,3.023,7.688,6.187,relaxed
12.858,12.083,13.233,10.952,11.855,12.564,11.853,11.854,10.994,9.004,10.373,9.977,10.1,9.155,8.769,10.509,10.717,10.393,11.789,12.171,11.91,11.449,10.085,10.363,11.266,11.655,11.625,11.556,11.92,12.998,11.111,10.022,7.32,9.361,7.845,7.054,8.922,10.543,9.742,8.301,10.74,9.019,9.732,9.104,8.3,9.499,8.898,8.653,10.733,9.891,9.607,8.478,9.149,9.351,9.296,8.558,12.156,9.86,11.11,11.519,8.636,9.243,9.383,11.242,7.909,10.459,9.897,3.187,8.096,6.19,relaxed
14.54,13.904,14.304,11.569,12.778,13.593,12.771,12.552,10.244,8.456,9.727,9.168,9.607,8.949,8.742,10.477,10.954,10.372,11.754,12.056,11.719,11.47,9.828,10.147,11.079,11.331,11.304,11.176,11.627,13.042,11.11,10.086,7.559,9.639,8.169,7.262,8.993,10.551,9.786,8.368,10.673,9.154,9.877,9.374,8.596,9.578,9.001,8.787,10.538,9.768,9.473,8.472,9.218,9.531,9.513,8.687,13.251,9.421,11.037,11.344,8.791,9.38,9.4,11.829,8.272,10.688,10.041,3.745,8.171,6.253,relaxed
15.527,15.079,14.843,11.835,13.388,14.37,13.41,12.877,10.367,8.978,9.654,8.968,9.365,8.853,8.452,10.373,11.17,10.403,11.777,11.982,11.601,11.767,9.744,10.031,10.823,10.967,10.962,10.75,11.285,13.175,11.162,10.28,7.764,9.907,8.451,7.369,9.041,10.529,9.764,8.36,10.659,9.357,9.931,9.351,8.698,9.853,9.072,8.77,10.479,9.952,9.585,8.543,9.465,9.701,9.683,8.864,13.916,9.376,11.059,11.175,8.898,9.462,9.534,12.288,8.818,10.954,10.171,4.261,8.295,6.3,relaxed
15.812,15.492,14.961,11.97,13.694,14.951,13.656,13.034,9.797,8.896,9.205,8.892,8.865,8.302,8.478,9.869,11.243,10.411,11.802,11.897,11.573,12.19,9.755,9.953,10.593,10.749,10.704,10.459,11.129,13.611,11.518,10.806,8.216,10.523,9.096,7.642,9.132,10.713,9.772,8.481,11.044,10.551,10.854,9.69,9.683,10.676,9.718,9.4,10.595,10.316,9.907,8.707,9.721,9.843,9.783,9.046,14.196,9.038,11.103,11.196,9.197,10.202,9.74,12.412,9.213,11.12,10.39,4.709,8.675,6.433,relaxed
15.846,15.569,15.082,12.213,13.803,15.003,13.518,12.822,10.334,9.381,9.571,8.914,8.892,8.409,9.072,10.277,11.21,10.317,11.788,11.741,11.546,12.548,9.866,9.925,10.59,10.857,10.74,10.434,11.325,14.223,12.149,11.468,8.564,10.973,9.585,7.911,9.299,10.947,9.834,8.669,11.278,11.26,11.532,10.126,10.367,11.167,10.239,9.844,10.617,10.405,10.044,8.906,9.894,10.03,10.019,9.232,14.232,9.356,11.118,11.473,9.473,10.727,9.893,12.382,10.216,11.199,10.72,4.965,8.876,6.469,relaxed
15.788,15.586,15.232,12.52,13.85,15.066,13.818,12.869,10.288,9.614,9.78,9.231,8.922,8.523,9.421,10.263,11.253,10.315,11.917,11.669,11.568,12.797,9.943,9.865,10.77,11.179,11.01,10.638,11.749,14.767,12.786,12.036,8.772,11.326,10.013,8.146,9.527,11.155,9.963,8.897,11.243,11.228,11.533,10.184,10.432,11.238,10.321,9.872,10.624,10.317,9.939,8.852,9.78,9.943,9.905,9.094,14.341,9.505,11.166,11.867,9.725,10.756,9.807,12.883,10.643,11.325,11.001,5.107,8.801,6.449,relaxed
15.775,15.68,15.222,12.565,13.895,15.252,14.24,13.171,10.822,10.055,10.499,9.457,8.648,8.791,9.876,10.302,11.401,10.554,12.175,11.743,11.691,12.931,9.985,9.749,10.994,11.496,11.328,10.911,12.155,15.112,13.241,12.405,8.854,11.468,10.152,8.219,9.645,11.308,10.038,9.058,11.077,10.911,11.268,10.08,10.135,10.981,10.014,9.587,10.63,10.34,9.982,9.003,9.839,9.973,9.853,9.018,14.475,9.806,11.279,12.205,9.843,10.507,9.83,13.209,11.725,11.45,11.15,5.208,8.694,6.317,relaxed
15.931,15.915,15.298,12.557,14.098,15.401,14.369,13.364,10.913,10.093,10.56,9.571,8.583,8.782,9.89,10.371,11.513,10.853,12.335,11.8,11.736,12.933,9.942,9.501,11.062,11.624,11.488,11.057,12.391,15.273,13.455,12.562,8.903,11.502,10.178,8.22,9.644,11.329,10.028,9.101,11.123,10.903,11.39,10.266,10.085,10.772,9.806,9.482,10.777,10.491,10.108,9.201,9.85,10.079,9.851,8.945,14.617,9.845,11.327,12.364,9.863,10.478,9.913,13.313,11.853,11.387,11.227,5.257,8.641,6.16,relaxed
16.157,16.41,15.56,12.65,14.565,15.638,14.428,13.471,10.765,9.972,10.328,9.247,7.815,9.354,10.392,10.153,11.658,11.233,12.439,11.845,11.767,12.908,9.895,9.343,11.002,11.588,11.491,11.07,12.448,15.326,13.492,12.588,8.928,11.494,10.182,8.234,9.64,11.324,10.012,9.152,11.212,10.875,11.477,10.282,10.089,10.607,9.756,9.467,10.844,10.57,10.173,9.406,9.971,10.239,10.029,9.14,14.86,9.753,11.386,12.376,9.871,10.471,10.046,13.619,12.22,11.344,11.234,5.236,8.605,6.216,relaxed
16.371,16.831,15.888,12.8,15.037,15.828,14.453,13.537,10.639,10.232,10.178,9.074,7.705,9.632,10.487,10.175,11.973,12.083,12.616,11.853,11.957,13.006,10.085,9.357,11.028,11.567,11.467,11.026,12.442,15.334,13.475,12.565,8.939,11.451,10.18,8.227,9.587,11.14,9.859,9.118,11.275,10.834,11.496,10.305,10.01,10.558,9.711,9.333,10.625,10.447,9.995,9.324,9.886,10.195,9.999,9.077,15.093,9.765,11.616,12.363,9.813,10.44,9.943,14.004,12.359,11.56,11.245,5.203,8.696,6.15,relaxed
16.438,16.878,16.029,12.975,15.254,15.865,14.453,13.559,10.63,10.632,10.158,9.025,7.723,9.906,10.592,10.099,12.345,13.219,12.738,11.666,12.168,13.29,10.474,9.356,11.172,11.703,11.461,10.938,12.432,15.317,13.439,12.532,8.977,11.415,10.154,8.152,9.516,11.036,9.77,9.033,11.037,10.619,11.32,10.176,9.716,10.319,9.439,9.045,10.558,10.372,9.981,9.317,9.868,10.152,9.96,9.064,15.181,9.846,11.907,12.374,9.757,10.209,9.909,14.114,12.577,11.91,11.293,5.326,8.805,6.271,relaxed
16.61,16.887,16.185,13.385,15.422,15.888,14.444,13.553,11.085,11.569,10.668,9.174,8.101,9.999,10.536,10.107,12.669,13.934,12.696,11.353,12.143,13.461,10.776,9.346,11.284,11.862,11.462,10.844,12.437,15.281,13.372,12.511,9.027,11.424,10.135,8.082,9.467,11.031,9.777,8.92,10.922,10.625,11.226,10.138,9.684,10.3,9.25,9.133,10.404,10.362,9.994,9.344,9.959,10.278,10.033,9.17,15.297,10.155,12.047,12.382,9.733,10.16,9.943,14.143,12.859,12.059,11.272,5.62,9.022,6.228,relaxed
16.763,16.881,16.226,13.634,15.47,15.895,14.435,13.527,11.385,11.689,10.82,9.492,8.103,10.052,10.602,10.161,12.905,14.329,12.638,11.112,12.027,13.451,11.08,9.527,11.386,11.98,11.483,10.809,12.442,15.16,13.265,12.51,9.047,11.418,10.115,8.043,9.437,11.026,9.777,8.875,10.946,10.945,11.285,10.257,10.098,10.606,9.484,9.424,10.553,10.176,9.894,9.523,9.764,10.143,9.929,9.267,15.354,10.288,12.134,12.379,9.717,10.381,9.906,14.105,13.061,12.16,11.197,5.814,9.235,6.186,relaxed
16.794,16.896,16.208,13.645,15.476,15.875,14.533,13.55,11.937,11.973,11.129,9.725,8.118,10.054,10.767,10.276,13.213,14.709,12.794,11.106,12.062,13.402,11.397,9.84,11.478,12.056,11.52,10.815,12.442,14.956,13.169,12.525,9.105,11.418,10.135,8.079,9.45,10.934,9.726,8.888,10.81,10.762,11.067,10.035,9.969,10.436,9.126,9.029,10.507,10.004,9.839,9.607,9.72,10.17,10.0,9.377,15.372,10.497,12.315,12.37,9.717,10.154,9.903,13.895,13.429,12.366,11.086,5.909,9.28,6.194,relaxed
16.83,16.871,16.242,13.713,15.488,15.963,14.715,13.62,12.017,11.954,11.15,9.821,8.069,9.829,11.088,10.225,13.289,14.934,12.82,11.022,12.065,13.316,11.642,10.132,11.437,11.99,11.465,10.768,12.411,14.843,13.153,12.55,8.844,11.198,9.888,7.875,9.199,10.639,9.474,8.652,10.879,10.865,11.121,10.242,10.202,10.706,9.285,9.079,10.567,10.028,9.881,9.777,9.836,10.37,10.216,9.493,15.43,10.519,12.402,12.327,9.471,10.297,10.021,14.187,13.505,12.488,10.959,5.905,9.376,6.17,relaxed
