Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,Delta7,Delta8,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Alpha1,Alpha2,Alpha3,Alpha4,Alpha5,Alpha6,Alpha7,Alpha8,BetaLow1,BetaLow2,BetaLow3,BetaLow4,BetaLow5,BetaLow6,BetaLow7,BetaLow8,BetaMid1,BetaMid2,BetaMid3,BetaMid4,BetaMid5,BetaMid6,BetaMid7,BetaMid8,BetaHigh1,BetaHigh2,BetaHigh3,BetaHigh4,BetaHigh5,BetaHigh6,BetaHigh7,BetaHigh8,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Delta_Avg,Theta_Avg,Alpha_Avg,BetaLow_Avg,BetaMid_Avg,BetaHigh_Avg,Gamma_Avg,Delta_Bipolar_Avg,Theta_Bipolar_Avg,Alpha_Bipolar_Avg,BetaLow_Bipolar_Avg,BetaMid_Bipolar_Avg,BetaHigh_Bipolar_Avg,Gamma_Bipolar_Avg,Label
16.866,16.823,16.252,13.729,15.507,16.035,14.782,13.71,12.674,12.065,11.644,10.591,8.34,9.963,11.302,10.27,13.186,14.926,12.647,10.8,11.832,12.954,11.728,10.197,11.228,11.812,11.286,10.613,12.318,14.834,13.222,12.534,8.47,10.854,9.53,7.519,8.743,10.237,8.991,8.216,11.092,11.231,11.376,10.704,10.643,11.18,9.937,9.617,10.781,10.06,10.042,9.977,9.992,10.483,10.389,9.688,15.463,10.856,12.284,12.231,9.07,10.722,10.177,14.5,13.995,12.514,10.873,5.816,9.473,6.175,relaxed
16.868,16.82,16.234,13.657,15.507,15.995,14.786,13.787,12.682,12.073,11.636,10.535,8.36,10.016,11.507,10.143,13.038,14.857,12.461,10.523,11.483,12.537,11.528,9.921,10.796,11.381,10.849,10.195,11.986,14.738,13.188,12.328,8.008,10.309,9.022,7.049,8.066,9.556,8.329,7.773,11.236,11.403,11.546,10.787,10.648,11.209,10.108,9.696,10.727,10.012,10.004,9.89,9.964,10.475,10.358,9.605,15.457,10.869,12.043,11.933,8.514,10.829,10.13,14.508,14.053,12.465,10.779,5.653,9.574,5.956,relaxed
16.858,16.829,16.245,13.653,15.493,15.915,14.755,13.812,12.892,12.066,11.833,10.926,8.504,10.054,11.603,9.982,12.888,14.789,12.305,10.253,11.17,12.346,11.232,9.591,10.151,10.795,10.24,9.502,11.43,14.491,13.015,11.975,7.949,9.63,8.732,6.774,7.178,8.501,7.472,7.397,11.33,11.637,11.997,10.958,10.795,11.315,10.364,9.968,10.874,10.255,10.419,10.259,10.346,10.971,10.826,10.109,15.445,10.983,11.822,11.45,7.954,11.046,10.507,14.475,14.158,12.434,10.626,5.387,9.602,5.881,relaxed
16.837,16.863,16.281,13.67,15.502,15.867,14.731,13.8,12.679,11.883,11.684,11.007,8.299,10.103,11.491,9.861,12.82,14.765,12.246,10.101,11.062,12.446,11.239,9.549,9.612,10.253,9.652,8.767,10.82,14.148,12.804,11.669,7.937,9.291,8.653,6.637,6.715,7.822,7.009,7.277,11.36,11.648,12.217,11.04,10.909,11.408,10.489,10.127,10.749,10.374,10.452,10.265,10.52,11.264,11.022,10.266,15.444,10.876,11.779,10.966,7.668,11.15,10.614,14.512,14.149,12.474,10.413,5.274,9.727,5.962,relaxed
16.901,16.983,16.385,13.715,15.614,15.909,14.837,13.839,12.667,11.925,11.767,11.152,8.338,10.182,11.428,9.711,12.788,14.766,12.241,10.043,11.093,12.602,11.465,9.704,9.311,9.767,9.232,8.124,10.265,13.727,12.591,11.454,7.918,9.101,8.609,6.602,6.444,7.347,6.704,7.244,11.327,11.705,12.229,11.035,10.964,11.446,10.482,10.116,10.608,10.439,10.414,10.155,10.47,11.187,10.88,10.165,15.523,10.896,11.838,10.559,7.496,11.163,10.54,14.555,14.135,12.522,10.171,5.274,9.716,5.83,relaxed
16.965,17.036,16.359,13.633,15.516,15.926,14.765,13.593,12.64,11.94,11.798,11.183,8.654,10.675,11.785,9.943,12.754,14.767,12.265,10.101,11.15,12.725,11.646,9.849,9.068,9.285,8.879,7.592,9.734,13.244,12.376,11.333,7.905,9.081,8.557,6.633,6.297,7.175,6.543,7.257,11.133,11.865,12.118,10.991,10.994,11.451,10.439,10.12,10.46,10.47,10.382,10.1,10.519,11.349,10.935,10.178,15.474,11.077,11.907,10.189,7.431,11.139,10.549,14.547,14.22,12.519,9.936,5.352,9.485,5.772,relaxed
16.805,16.763,15.954,13.149,14.974,15.661,14.383,13.024,12.675,12.247,11.917,11.278,8.913,11.272,11.858,9.659,12.709,14.759,12.286,10.19,11.221,12.87,11.867,9.964,8.859,8.81,8.59,7.311,9.217,12.819,12.19,11.281,8.096,9.206,8.675,6.829,6.325,7.158,6.53,7.406,10.806,12.039,11.907,10.786,10.977,11.543,10.533,10.083,10.809,10.8,10.656,10.429,10.765,11.532,11.117,10.435,15.089,11.227,11.983,9.885,7.528,11.084,10.818,14.447,14.28,12.527,9.757,5.433,9.408,5.786,relaxed
16.512,16.548,15.502,12.476,14.643,15.466,14.202,12.789,12.577,12.25,11.798,11.099,8.739,11.547,12.048,9.395,12.705,14.751,12.278,10.164,11.233,12.86,11.992,10.008,8.974,8.632,8.704,7.441,8.985,12.57,12.116,11.293,8.099,9.309,8.73,6.781,6.311,7.207,6.514,7.385,10.617,12.056,11.89,10.742,10.968,11.547,10.53,10.036,10.654,10.542,10.483,10.335,10.541,11.353,10.947,10.221,14.767,11.182,11.999,9.839,7.542,11.048,10.634,14.362,14.281,12.509,9.657,5.412,9.432,5.76,relaxed
16.446,16.585,15.435,12.349,14.682,15.501,14.225,12.836,12.46,12.486,11.805,10.959,9.179,11.971,12.3,9.533,12.685,14.776,12.231,10.053,11.178,12.751,11.988,10.001,9.152,8.726,8.9,7.521,8.996,12.493,12.125,11.31,8.291,9.381,8.893,6.821,6.309,7.238,6.451,7.291,10.786,12.098,12.159,10.937,11.166,11.687,10.738,10.084,10.379,10.316,10.343,10.208,10.462,11.331,10.947,10.165,14.757,11.337,11.958,9.903,7.584,11.207,10.519,14.314,14.331,12.465,9.592,5.456,9.362,5.559,relaxed
16.521,16.795,15.526,12.406,14.742,15.611,14.185,12.732,12.386,12.535,11.769,10.849,9.023,12.056,12.379,9.384,12.657,14.797,12.183,9.928,11.083,12.704,11.991,9.993,9.211,8.866,9.008,7.485,9.071,12.509,12.169,11.338,8.305,9.288,8.849,6.664,6.111,7.196,6.196,6.944,11.332,12.282,12.661,11.363,11.653,12.116,11.258,10.426,10.344,10.389,10.414,10.106,10.372,10.968,10.515,9.847,14.815,11.298,11.917,9.957,7.444,11.637,10.369,14.343,14.325,12.379,9.52,5.559,9.42,5.253,relaxed
16.407,16.903,15.435,12.245,14.715,15.722,14.162,12.685,12.369,12.513,11.818,10.86,9.389,12.198,12.47,9.393,12.581,14.84,12.1,9.742,11.038,12.704,11.993,9.941,9.184,8.901,9.061,7.499,9.122,12.489,12.176,11.354,8.315,9.148,8.753,6.544,5.807,7.125,5.865,6.673,11.456,12.538,12.796,11.383,11.823,12.364,11.459,10.5,10.43,10.671,10.52,10.082,10.404,10.952,10.53,9.865,14.784,11.376,11.867,9.973,7.279,11.79,10.432,14.366,14.347,12.274,9.338,5.668,9.3,5.155,relaxed
15.972,16.589,15.223,12.225,14.523,15.227,13.739,12.316,12.376,12.554,11.865,10.835,9.595,12.15,12.489,9.471,12.4,14.872,11.975,9.512,10.997,12.639,11.962,9.816,9.144,8.934,9.052,7.526,9.159,12.401,12.123,11.338,8.21,8.894,8.49,6.312,5.605,7.11,5.805,6.689,11.46,12.597,12.709,11.203,11.713,12.383,11.449,10.423,10.458,10.716,10.568,10.054,10.355,10.88,10.458,9.814,14.477,11.417,11.772,9.96,7.139,11.742,10.413,14.149,14.251,12.114,9.091,5.651,9.225,4.858,relaxed
15.418,15.958,14.939,12.223,14.076,14.323,12.942,11.595,12.441,12.499,12.119,11.035,10.17,12.075,12.543,9.654,12.254,14.895,11.829,9.114,10.908,12.362,11.853,9.585,9.158,8.989,9.02,7.523,9.135,12.161,11.955,11.17,8.023,8.541,8.199,6.182,5.422,7.111,5.858,6.785,11.401,12.604,12.678,11.173,11.694,12.269,11.437,10.386,10.416,10.546,10.488,10.024,10.285,10.978,10.53,9.83,13.934,11.567,11.6,9.889,7.015,11.705,10.387,13.791,14.076,11.903,8.877,5.5,9.096,4.753,relaxed
15.185,15.556,14.738,12.06,13.642,13.409,12.256,10.66,12.547,12.648,12.223,10.802,10.385,12.106,12.421,9.99,12.324,14.958,11.775,8.577,10.749,11.887,11.708,9.315,9.216,9.01,9.016,7.483,8.937,11.48,11.49,10.644,7.526,7.464,7.353,5.774,4.996,6.442,5.723,6.583,11.073,11.936,12.125,10.896,11.163,11.778,11.099,9.993,10.272,10.195,10.185,9.898,10.12,11.034,10.574,9.843,13.438,11.64,11.412,9.659,6.483,11.258,10.265,13.585,13.891,11.781,8.494,5.21,8.806,4.843,relaxed
15.193,15.46,14.594,11.769,13.451,13.281,12.244,10.52,12.557,12.704,12.336,11.071,10.899,12.264,12.25,9.888,12.476,15.04,11.803,8.162,10.586,11.371,11.529,9.007,9.21,8.869,8.856,7.26,8.4,10.205,10.66,9.774,7.095,6.292,6.498,5.569,4.39,5.531,5.546,6.45,10.939,11.35,11.648,10.597,10.675,11.434,10.798,9.806,10.285,10.095,10.097,9.757,9.985,10.922,10.36,9.684,13.314,11.746,11.247,9.154,5.921,10.906,10.148,13.516,13.551,11.682,7.852,4.963,8.846,4.875,relaxed
15.306,15.482,14.496,11.436,13.472,13.241,11.842,10.581,12.462,12.591,12.2,10.873,10.907,12.147,12.083,10.079,12.478,15.073,11.661,7.712,10.352,10.932,11.408,8.744,9.039,8.43,8.414,6.79,7.387,8.35,9.564,8.683,6.729,4.874,5.475,5.374,3.54,4.535,5.22,6.187,10.972,11.212,11.68,10.583,10.585,11.332,10.685,9.825,10.216,10.083,10.052,9.715,9.932,10.907,10.329,9.657,13.232,11.668,11.045,8.332,5.242,10.859,10.111,13.089,13.272,11.415,7.15,4.682,8.968,4.818,relaxed
15.377,15.523,14.604,11.484,13.642,13.165,11.139,10.299,12.247,12.381,11.679,10.573,10.944,12.062,11.731,9.882,12.367,15.058,11.398,7.296,10.08,10.668,11.381,8.664,8.722,7.811,7.786,6.143,6.054,6.225,8.459,7.578,6.728,4.3,5.27,5.555,3.329,4.09,5.272,6.11,11.045,11.157,11.699,10.559,10.497,11.26,10.638,9.824,10.223,9.952,9.921,9.602,9.742,10.774,10.2,9.538,13.154,11.437,10.864,7.347,5.082,10.835,9.994,12.665,12.573,11.123,6.527,4.544,9.046,4.753,relaxed
15.217,15.357,14.565,11.585,13.697,13.224,11.007,10.227,12.352,12.462,11.657,10.481,10.915,12.03,11.705,9.767,12.265,15.007,11.189,7.156,9.834,10.602,11.41,8.83,8.564,7.421,7.335,5.707,4.955,4.675,7.774,6.933,6.747,4.476,5.356,5.683,3.628,4.318,5.501,6.118,11.018,10.999,11.437,10.281,10.325,11.147,10.568,9.691,10.101,9.879,9.824,9.518,9.802,10.838,10.343,9.596,13.11,11.421,10.787,6.671,5.228,10.683,9.988,12.579,12.57,11.047,6.167,4.568,9.134,4.87,relaxed
15.058,14.732,14.255,11.475,13.202,12.939,10.927,10.032,12.289,12.435,11.483,10.394,10.958,11.661,11.267,9.626,12.114,14.882,10.949,7.154,9.525,10.568,11.427,9.057,8.543,7.393,7.162,5.839,4.574,4.148,7.626,6.844,6.836,4.791,5.586,6.007,3.956,4.467,5.782,6.311,10.917,11.121,11.384,10.36,10.454,11.18,10.63,9.833,10.277,10.173,10.149,9.766,9.971,10.946,10.457,9.733,12.827,11.264,10.709,6.516,5.467,10.735,10.184,12.495,12.179,11.064,6.233,4.763,9.19,4.815,relaxed
15.207,14.086,14.033,11.444,12.503,12.574,10.893,9.973,12.549,12.262,11.559,10.517,10.965,11.458,11.2,9.609,11.603,14.461,10.375,6.96,8.984,10.459,11.473,9.353,8.39,7.367,7.011,6.212,4.489,4.104,7.643,6.901,6.915,5.04,5.765,6.253,4.147,4.453,5.845,6.278,10.783,11.207,11.366,10.363,10.535,11.165,10.628,9.88,10.359,10.312,10.266,9.795,10.093,11.059,10.541,9.752,12.589,11.265,10.458,6.515,5.587,10.741,10.272,12.266,12.114,11.034,6.386,4.738,9.101,4.806,relaxed
15.283,13.974,13.951,11.375,12.172,12.554,10.919,9.976,12.881,12.354,11.889,10.744,11.31,11.377,11.246,10.048,10.703,13.576,9.419,6.624,8.036,9.878,11.382,9.659,7.968,6.871,6.658,6.435,4.294,4.182,7.655,6.913,6.996,5.141,6.037,6.597,4.323,4.325,5.847,6.371,10.567,11.173,11.328,10.319,10.596,11.183,10.678,9.915,10.201,10.433,10.247,9.777,10.199,11.141,10.637,9.832,12.525,11.481,9.91,6.372,5.705,10.72,10.308,12.14,11.949,10.834,6.401,4.622,8.936,4.567,relaxed
14.883,13.811,13.546,10.631,11.816,12.531,10.916,9.871,12.762,11.701,11.61,10.685,11.183,11.217,11.259,10.089,9.664,12.727,8.418,6.157,6.965,9.083,11.113,9.693,7.536,6.196,6.214,6.429,4.105,4.109,7.636,6.9,6.941,4.976,6.154,6.778,4.474,4.192,5.838,6.456,10.617,11.134,11.423,10.338,10.535,11.02,10.679,9.855,10.235,10.621,10.362,9.733,10.266,11.213,10.669,9.804,12.251,11.313,9.227,6.141,5.726,10.7,10.363,11.776,11.651,10.644,6.308,4.351,8.753,4.663,relaxed
14.417,13.681,13.19,9.848,11.612,12.463,10.92,9.902,13.346,12.141,12.196,10.843,11.473,11.358,11.31,10.205,8.689,12.042,7.355,5.66,5.854,8.402,10.641,9.449,7.178,5.683,5.905,6.319,4.075,4.186,7.473,6.84,6.858,4.786,6.169,6.875,4.494,4.125,5.784,6.439,10.696,10.901,11.472,10.221,10.115,10.628,10.406,9.567,10.042,10.576,10.303,9.43,10.15,11.14,10.504,9.478,12.004,11.609,8.511,5.957,5.691,10.501,10.203,11.359,11.694,10.432,6.152,4.129,8.647,4.481,relaxed
14.366,13.661,13.144,9.677,11.57,12.303,10.599,9.855,13.013,11.891,11.975,10.695,11.475,11.602,11.326,10.166,7.627,11.27,6.218,5.536,4.835,7.938,10.164,9.101,6.764,5.111,5.475,6.072,3.784,4.003,6.849,6.59,6.646,4.428,5.931,6.732,4.157,4.239,5.619,6.197,10.862,10.815,11.578,10.265,9.902,10.493,10.306,9.544,10.057,10.575,10.331,9.418,10.137,11.093,10.438,9.385,11.897,11.518,7.836,5.581,5.494,10.471,10.179,11.325,11.222,10.231,5.877,3.912,8.536,4.231,relaxed
14.405,13.732,13.134,9.523,11.567,11.984,10.043,9.694,13.234,12.069,12.155,10.609,11.518,11.79,11.167,10.196,7.392,10.722,5.963,6.006,3.947,7.366,9.682,8.524,6.564,4.858,5.269,6.09,3.716,3.839,6.269,6.306,6.465,4.264,5.743,6.519,3.743,4.248,5.133,5.977,10.727,10.61,11.451,9.862,9.567,10.143,10.035,9.259,9.938,10.599,10.289,9.298,10.096,10.985,10.286,9.329,11.76,11.592,7.45,5.364,5.261,10.207,10.102,10.733,11.185,10.284,5.691,3.757,8.414,4.086,relaxed
14.253,13.747,13.05,9.392,11.521,11.877,9.808,9.465,12.677,11.995,11.73,9.844,11.403,11.765,11.069,10.289,7.583,10.586,6.13,6.411,3.31,7.487,9.382,8.032,6.634,4.681,5.302,6.339,3.679,4.107,5.865,5.936,6.508,4.225,5.752,6.485,3.566,4.219,4.91,5.894,10.311,10.1,11.092,9.249,8.95,9.607,9.398,8.632,9.537,10.565,10.036,9.045,9.947,10.91,10.153,9.146,11.639,11.347,7.365,5.318,5.195,9.667,9.917,9.853,10.232,10.486,5.769,3.766,8.361,3.951,relaxed
14.176,13.738,13.041,9.61,11.546,11.971,9.853,9.311,12.705,12.094,11.801,9.781,11.396,11.754,10.935,10.336,7.847,10.6,6.353,6.706,2.998,8.061,9.433,7.862,6.746,4.628,5.411,6.519,3.572,4.456,5.503,5.455,6.565,4.212,5.791,6.454,3.472,4.235,4.869,5.882,10.605,9.9,11.183,9.718,9.058,9.501,9.354,8.915,9.95,10.959,10.436,9.514,10.236,11.086,10.443,9.5,11.656,11.35,7.483,5.286,5.185,9.779,10.266,9.615,10.022,10.745,5.919,3.806,8.454,4.06,relaxed
14.18,13.71,13.057,10.177,11.64,11.935,9.965,9.5,12.656,12.087,11.721,9.271,11.326,11.644,10.819,10.414,8.068,10.696,6.6,7.013,3.099,8.463,9.645,7.857,6.735,4.688,5.373,6.483,3.45,4.487,4.861,4.613,6.379,4.218,5.566,6.242,3.371,4.18,4.839,5.781,10.808,9.7,11.02,10.192,9.405,9.753,9.553,9.164,9.781,10.893,10.223,9.532,10.119,10.912,10.2,9.247,11.77,11.242,7.68,5.086,5.072,9.949,10.114,9.66,9.623,10.969,5.918,3.599,8.534,4.006,relaxed
14.168,13.694,13.109,10.744,11.862,11.918,10.213,9.977,12.609,12.076,11.682,9.141,11.277,11.653,10.803,10.371,8.121,10.796,6.695,7.175,3.328,8.775,9.792,7.687,6.722,5.037,5.45,6.436,3.734,4.367,4.238,3.757,6.217,4.399,5.438,6.058,3.424,4.394,4.958,5.591,10.715,10.051,10.808,10.275,9.575,10.198,9.78,9.186,9.957,10.897,10.354,9.601,10.184,10.829,10.302,9.355,11.961,11.201,7.796,4.968,5.06,10.074,10.185,9.627,9.513,11.134,5.877,3.432,8.606,4.021,relaxed
14.043,13.461,12.923,10.825,11.828,11.788,10.017,10.16,12.738,12.156,11.733,8.87,11.208,11.623,10.776,10.301,8.126,10.9,6.687,7.181,3.4,9.112,9.754,7.328,6.807,5.569,5.628,6.5,4.098,4.474,3.962,3.279,6.075,4.71,5.389,5.929,3.781,5.048,5.412,5.586,10.695,10.144,10.78,10.267,9.578,10.233,9.829,9.195,10.33,11.044,10.626,9.895,10.478,11.049,10.726,9.811,11.881,11.176,7.811,5.04,5.241,10.09,10.495,9.688,9.58,11.275,5.899,3.403,8.611,4.171,relaxed
13.869,13.081,12.62,10.728,11.636,11.403,9.554,10.157,12.803,12.132,11.736,8.937,11.065,11.183,10.317,10.103,8.103,11.091,6.693,7.017,3.755,9.677,9.834,7.09,6.856,5.935,5.71,6.547,4.29,4.632,3.962,3.22,5.977,4.831,5.379,5.788,4.157,5.702,5.812,5.557,10.782,9.919,10.836,10.349,9.648,10.386,9.885,9.254,10.27,10.971,10.507,9.79,10.288,10.831,10.536,9.596,11.631,11.034,7.908,5.144,5.401,10.132,10.349,9.679,9.325,11.412,5.941,3.394,8.596,4.035,relaxed
13.829,12.993,12.538,10.827,11.634,11.299,9.506,10.194,12.805,11.839,11.624,8.811,10.786,10.654,9.973,9.907,8.432,11.412,7.021,6.967,4.178,10.216,9.836,6.926,6.875,6.159,5.785,6.695,4.54,4.615,3.908,3.463,5.906,4.979,5.476,5.719,4.735,6.7,6.362,5.617,10.962,9.851,11.052,10.503,9.975,10.7,10.197,9.646,9.892,10.636,10.201,9.43,9.958,10.605,10.27,9.231,11.602,10.8,8.123,5.255,5.687,10.361,10.028,9.796,9.095,11.486,5.994,3.501,8.515,3.903,relaxed
14.129,13.064,12.773,11.291,11.573,11.301,9.459,10.109,12.88,11.696,11.589,8.853,10.547,10.435,9.534,9.745,9.042,11.67,7.613,7.364,4.808,10.572,9.842,6.923,6.683,6.277,5.636,6.841,4.772,4.63,3.76,3.698,5.845,4.93,5.471,5.717,5.003,7.029,6.544,5.724,10.995,9.945,11.084,10.529,10.262,10.977,10.6,10.075,9.953,10.707,10.26,9.554,10.129,10.808,10.533,9.476,11.712,10.66,8.479,5.287,5.783,10.558,10.177,10.166,8.961,11.579,5.994,3.551,8.418,3.739,relaxed
14.407,13.153,13.082,11.809,11.587,11.351,9.454,9.993,13.019,11.417,11.587,8.823,10.153,9.875,8.984,9.53,9.339,11.589,7.896,7.722,5.192,10.845,9.929,7.016,6.435,6.261,5.491,7.046,4.96,4.654,3.672,3.955,5.4,4.892,5.133,5.492,5.212,7.426,6.719,5.759,10.464,9.886,10.584,10.173,10.206,11.051,10.598,10.111,9.847,10.711,10.173,9.543,10.145,10.805,10.59,9.569,11.854,10.423,8.691,5.309,5.754,10.384,10.173,10.448,8.843,11.65,5.954,3.46,8.228,3.68,relaxed
14.316,12.684,13.023,12.142,11.559,11.125,9.274,9.847,13.131,11.348,11.603,8.808,9.91,9.997,8.6,9.372,9.527,11.426,8.054,7.919,5.429,11.015,9.951,7.025,6.292,6.181,5.423,7.208,4.944,4.545,3.282,3.938,5.073,4.798,4.871,5.34,5.293,7.522,6.749,5.735,9.933,9.808,9.99,9.736,9.794,10.783,10.063,9.768,9.732,10.699,10.14,9.592,10.186,10.867,10.562,9.57,11.746,10.346,8.793,5.227,5.673,9.984,10.169,10.378,8.962,11.697,5.909,3.193,8.004,3.764,relaxed
13.872,11.503,12.401,11.97,11.086,10.163,8.409,9.33,13.144,11.301,11.547,8.643,9.533,9.769,8.308,9.286,9.802,11.259,8.278,8.254,5.685,11.047,9.952,7.107,6.23,6.18,5.357,7.193,4.823,4.4,2.741,3.662,4.713,4.737,4.713,5.274,5.383,7.518,6.749,5.688,10.095,9.646,10.102,9.977,9.648,10.371,9.728,9.757,9.608,10.555,10.053,9.556,10.12,10.817,10.487,9.541,11.092,10.191,8.923,5.073,5.597,9.916,10.092,10.266,8.864,11.726,5.873,2.811,7.875,3.858,relaxed
13.314,10.26,11.474,11.42,10.204,9.113,7.5,8.796,13.149,11.224,11.49,8.532,9.258,9.604,7.839,8.939,9.844,11.007,8.299,8.555,5.737,11.068,9.956,7.228,6.18,6.104,5.297,7.158,4.702,4.222,2.12,3.149,4.612,4.823,4.921,5.398,5.579,7.5,6.775,5.648,10.276,9.526,10.296,10.084,9.709,10.263,9.694,9.801,9.595,10.564,10.068,9.554,10.119,10.778,10.424,9.503,10.26,10.004,8.962,4.867,5.657,9.956,10.075,10.486,8.848,11.71,5.778,2.305,7.92,3.923,relaxed
13.676,11.011,11.645,11.275,9.912,8.871,7.068,8.759,12.906,10.937,11.133,8.019,8.535,9.397,7.695,8.704,9.658,10.743,8.159,8.668,5.71,11.196,9.99,7.346,6.129,5.954,5.258,7.209,4.725,4.167,1.859,2.723,4.778,5.063,5.216,5.504,5.77,7.49,6.881,5.641,10.3,9.39,10.321,10.112,9.753,10.233,9.872,9.921,9.76,10.634,10.131,9.588,10.086,10.612,10.322,9.417,10.277,9.666,8.934,4.753,5.793,9.988,10.069,11.163,8.677,11.652,5.613,2.089,7.945,3.948,relaxed
14.05,11.776,11.923,11.302,9.92,8.879,7.012,8.815,12.93,10.773,11.194,8.207,8.508,9.344,7.637,8.267,9.282,10.432,7.872,8.689,5.708,11.386,10.103,7.603,6.258,5.706,5.309,7.459,4.761,4.057,1.726,3.09,4.806,5.298,5.51,5.502,6.09,7.483,7.159,5.933,10.526,9.736,10.733,10.382,10.08,10.358,10.127,10.028,9.939,10.785,10.245,9.672,10.132,10.544,10.281,9.441,10.46,9.607,8.884,4.796,5.973,10.246,10.13,11.611,8.554,11.563,5.537,2.146,8.073,3.816,relaxed
14.01,11.872,11.878,11.297,9.913,8.871,6.907,8.929,12.649,10.351,10.779,7.821,7.662,9.016,7.58,7.9,8.943,10.188,7.634,8.797,5.979,11.705,10.476,8.156,6.315,5.409,5.343,7.683,4.834,4.205,2.047,4.053,4.673,5.39,5.579,5.252,6.196,7.415,7.275,5.953,10.75,9.862,11.102,10.704,10.244,10.348,10.086,9.901,10.236,10.885,10.483,10.014,10.358,10.684,10.543,9.777,10.46,9.22,8.985,4.986,5.967,10.375,10.373,11.694,8.464,11.553,5.621,2.291,8.13,3.871,relaxed
14.128,12.036,12.03,11.261,9.743,8.865,7.357,8.681,12.775,10.431,10.968,8.448,8.034,9.412,8.11,8.793,8.814,10.026,7.634,8.966,6.416,12.013,10.86,8.666,6.354,5.369,5.474,7.824,4.969,4.538,2.442,4.756,4.451,5.567,5.542,4.973,6.335,7.397,7.572,6.112,10.836,9.927,11.241,10.881,10.268,10.372,10.07,9.785,10.237,10.857,10.471,10.02,10.356,10.711,10.573,9.779,10.513,9.621,9.174,5.216,5.994,10.422,10.376,12.078,8.652,11.668,5.757,2.422,8.278,4.026,relaxed
14.307,12.252,12.168,11.186,9.174,8.797,8.543,8.789,12.955,10.692,11.046,8.376,7.802,9.362,8.347,8.798,8.806,9.833,7.741,9.125,6.644,12.101,10.959,9.288,6.452,5.687,5.692,7.84,5.048,4.852,2.404,4.807,4.132,5.669,5.459,4.69,6.386,7.278,7.736,6.279,10.885,10.126,11.617,11.224,10.515,10.432,10.2,9.966,10.197,10.879,10.472,9.99,10.376,10.732,10.599,9.779,10.652,9.672,9.312,5.348,5.954,10.621,10.378,12.857,9.191,11.792,5.857,2.595,8.35,4.15,relaxed
14.345,12.257,12.121,11.346,8.545,8.489,9.144,8.851,12.852,10.571,10.96,8.35,7.788,9.706,8.887,9.679,8.892,9.698,7.887,9.119,6.686,12.102,10.961,9.806,6.421,5.828,5.723,7.761,5.085,5.008,2.472,4.875,4.215,5.836,5.795,4.889,6.539,7.19,7.877,6.533,11.263,10.919,12.557,11.877,11.161,10.831,10.582,10.361,10.446,10.989,10.703,10.14,10.464,10.811,10.543,9.77,10.637,9.849,9.394,5.396,6.109,11.194,10.483,13.159,9.57,11.91,5.862,2.626,8.517,4.2,relaxed
14.184,12.233,12.103,11.581,8.601,8.528,9.483,8.976,13.294,10.934,11.429,8.626,7.846,9.675,8.821,9.664,8.89,9.534,7.926,9.12,6.838,12.145,10.98,9.999,6.358,6.069,5.826,7.578,5.28,5.287,2.691,4.842,4.262,5.891,5.984,4.696,6.438,7.015,7.703,6.293,11.644,11.415,13.214,12.213,11.459,11.019,10.689,10.463,10.472,10.808,10.546,10.048,10.476,10.979,10.796,9.81,10.711,10.036,9.429,5.491,6.035,11.514,10.492,13.075,9.988,11.879,5.759,2.51,8.913,4.514,relaxed
13.604,12.091,11.717,11.462,8.612,8.576,9.554,8.89,13.154,11.164,11.511,8.464,7.722,9.638,8.817,9.832,9.049,9.378,8.179,9.325,6.982,12.113,10.773,9.763,6.267,6.441,6.058,7.504,5.613,5.481,2.787,4.965,4.535,6.111,6.364,4.791,6.449,6.978,7.56,6.133,12.36,12.008,13.975,12.802,11.875,11.233,10.972,10.826,10.993,11.13,11.037,10.522,10.949,11.428,11.317,10.339,10.563,10.038,9.445,5.64,6.115,12.006,10.964,12.866,10.258,11.761,5.59,2.666,9.258,4.619,relaxed
13.273,12.012,11.4,11.226,8.383,8.584,9.647,8.869,12.872,10.676,11.139,8.052,6.669,9.32,8.497,9.38,9.181,9.161,8.313,9.483,6.957,12.067,10.5,9.347,6.088,6.506,6.157,7.567,5.83,5.486,2.793,5.203,5.032,6.426,6.915,5.276,6.595,7.053,7.508,6.059,12.831,12.314,14.365,13.165,12.175,11.463,11.348,11.192,11.04,11.105,11.056,10.519,10.922,11.44,11.316,10.318,10.424,9.576,9.376,5.704,6.358,12.357,10.965,12.748,10.225,11.593,5.389,2.974,9.35,4.603,relaxed
13.311,12.197,11.489,11.285,8.458,9.065,10.195,9.042,12.769,10.563,11.176,8.067,6.524,9.35,8.523,9.34,9.145,8.79,8.281,9.596,6.977,12.038,10.324,9.111,6.076,6.389,6.251,7.785,5.915,5.366,2.813,5.431,5.3,6.578,7.219,5.52,6.617,7.049,7.442,6.012,12.832,12.219,14.335,13.187,12.162,11.442,11.438,11.248,10.903,10.884,10.867,10.415,10.797,11.281,11.211,10.244,10.63,9.539,9.283,5.753,6.467,12.358,10.825,12.829,10.231,11.345,5.314,3.267,9.312,4.426,relaxed
